nama,bintang,komentar,Waktu,Place name
LEONARDO PASARIBU,5.0,,3 years,Bobopod Alun Alun Bandung
dani ramdani,5.0,,3 years,Bobopod Alun Alun Bandung
Es Em,5.0,,3 years,Bobopod Alun Alun Bandung
Risya ardiana,5.0,Bagusssss bangettt semuanyaa okeee recomended bangettt,3 years,Bobopod Alun Alun Bandung
Andre Ronaldo,5.0,Besar,4 days,Bobopod Alun Alun Malang
Edi Purwanti,5.0,"Cocok utk para backpacker, tempat  bersih.",a week,Bobopod Alun Alun Malang
Timothy Tsui,5.0,"Lebih baik dari yang saya harapkan
tempat bersih
Dan ia memiliki ruang independennya sendiri …",a week,Bobopod Alun Alun Malang
Ismah Bariatul,5.0,"tempatnya nyaman, kamar mandinya bersih, mushola nya juga enak",2 weeks,Bobopod Alun Alun Malang
Loka Fems,4.0,,2 weeks,Bobopod Alun Alun Malang
lidia nugraheni,5.0,Sederhana dan berharga,3 weeks,Bobopod Alun Alun Malang
Christian Hariyanto,5.0,"Hotel kapsul terbaik di kota Malang. Podnya nyaman bersih, ac dingin, kamar mandi & toilet juga bersih. Pelayanan ramah & sangat membantu. Lokasi strategis banget deket kemana2, cari makan juga gampang banget.",3 weeks,Bobopod Alun Alun Malang
Ahmad N Hidaya,5.0,3 hari disini,4 weeks,Bobopod Alun Alun Malang
akhdan alaric,5.0,,4 weeks,Bobopod Alun Alun Malang
Yimmy Kurniawan,5.0,Strategis area near alun2,4 weeks,Bobopod Alun Alun Malang
Elisa Wibowo,5.0,"Lokasi sangat strategis, kamar bersih, nyaman, selalu kesini kalo tiap trip ke Malang",a month,Bobopod Alun Alun Malang
yuki katto,5.0,"Sangat bagus,bersih,rapi,stafnya ramah...tempat yang pernah ada di jawa,suka banget💯…",a month,Bobopod Alun Alun Malang
jo han,4.0,Aplikasi eror terus,a month,Bobopod Alun Alun Malang
Fanny Aivon,5.0,,a month,Bobopod Alun Alun Malang
Angelica Marta Cahyaningtyas,4.0,"Langganan menginap di sini jika main ke Malang. Lokasi sangat strategis, di selatan alun-alun, di lantai 2 Kantor Pos. Dekat masjid besar, gramedia, dan mall. Pas di samping kantor pos ada pujasera yang menjual berbagai macam jajanan dan …",a month,Bobopod Alun Alun Malang
Pri Schw,3.0,"Persis seperti yang kami harapkan. Kunci kamar tidak ada dan dibuka lewat aplikasi, dikasih sandal dan sepatu tinggal di dalam kotak.
Punya banyak dispenser air, kamarnya bersih, musik meditatif bisa diputar di …",a month,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Saya puas dengan pelayanannya yang sangat baik. Kamar sangat bersih, dan para backpacker sangat merekomendasikan untuk menginap di tempat ini.",a month,Bobopod Alun Alun Malang
Suci Mai,4.0,,a month,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Penginapan kedua kami, dan tentu saja bukan yang terakhir, di Bobopod. Pod-nya sangat nyaman, dan panel kontrol dindingnya berfungsi dengan sangat baik. Kamar mandinya bagus dan bersih dengan ruang pribadi yang baik.",a month,Bobopod Alun Alun Malang
purnadjaja kurniawan,5.0,"Bagus....
Tempat istirahat yang sangat direkomendasikan untuk backpacker saat kunjungan ke Malang. …",2 months,Bobopod Alun Alun Malang
Intan Sri Rahayu,5.0,,2 months,Bobopod Alun Alun Malang
Ali Zaenal,5.0,,2 months,Bobopod Alun Alun Malang
Sendy Utomo,5.0,,2 months,Bobopod Alun Alun Malang
Rizki Fardiansah,5.0,pelayanan yang super ramah,2 months,Bobopod Alun Alun Malang
Nadya Alifia,5.0,,2 months,Bobopod Alun Alun Malang
alvina vivian,5.0,"- lokasinya strategis banget. Dekat alun-alun, dekat pasar besar, dekat kayutangan.
- bobobox sendiri memang bentuk pod (ada yang sebut hotel kapsul juga tapi …",2 months,Bobopod Alun Alun Malang
Beta Priatmaja Putra,5.0,,2 months,Bobopod Alun Alun Malang
Nopa Fatih,5.0,,2 months,Bobopod Alun Alun Malang
Ananda Putra Prihady Setyawan,5.0,Nyamann polll pasti akan kembali menginap disini lagi,2 months,Bobopod Alun Alun Malang
Rikzan Failani,5.0,,2 months,Bobopod Alun Alun Malang
Erif Triandari,5.0,"lokasi sangat strategis, depan alun alun pas. selain kantor pos dan mixue. jadi kalau mau belanja mudah disini.
ruangannya sangat berteknologi tinggi, akses untuk membuka pintu harus menggunakan QR Code yang sudah terintegrasi di aplikasi HP. jadi kita perlu membawa kuncinya. cukup pindai, segalanya mungkin.",2 months,Bobopod Alun Alun Malang
Hari Catur Prasetyo,4.0,ramah...,3 months,Bobopod Alun Alun Malang
Syahrul Nur Ahmad,3.0,,3 months,Bobopod Alun Alun Malang
Gy Store,5.0,,3 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Tempatnya bersih dan nyaman. Lokasinya bagus, butuh waktu 10-15 menit naik sepeda motor menuju jalan kajoetangan. Resepsionis 24 jam adalah suatu keharusan bagi para pelancong dan mereka mampu membelinya. Bagus untuk semua",3 months,Bobopod Alun Alun Malang
elok farida,4.0,"Lokasinya strategis banget di alun-alun selatan Malang. Dibawah ada food court, Mixue dan banyak pedagang kaki lima juga. Suasananya ramai tapi kebisingan diluar tidak sampai masuk ke area pod. Hanya saja memang dari lorong ke pod suaranya …",3 months,Bobopod Alun Alun Malang
Dwi Indah Wulandari,5.0,,3 months,Bobopod Alun Alun Malang
Cak Dera,5.0,,3 months,Bobopod Alun Alun Malang
Vini Salma Fadhilah,4.0,"Dari beberapa Bobopod yang pernah saya gunakan, yang di Alun-Alun Malang ini cukup nyaman. Ada balkon yang menghadap Alun-Alung Kota. Kalau pagi-pagi suasananya nyaman untuk membaca buku dan meminum teh.",3 months,Bobopod Alun Alun Malang
Dedy Boy,4.0,,4 months,Bobopod Alun Alun Malang
짱준이,5.0,"Hotel kapsul paling nyaman! Tadinya saya pernah menginap di kamar double, tapi ternyata kamar single juga nyaman. Hanya saja harus berhati-hati saat naik turun ranjang, karena cukup tinggi. Meski kamar mandi umum, namun selalu bersih dan wangi. Dapatkan sarapan sereal...",4 months,Bobopod Alun Alun Malang
rafli ronaldi,5.0,,4 months,Bobopod Alun Alun Malang
Achmad Daru,5.0,,4 months,Bobopod Alun Alun Malang
Kanzrider gemink,4.0,"Buat harga 250 untuk double bed ini lumayan bagus dan lokasinya tepat di depan alun-alun malang, jadi tinggal jalan kaki keliling alun-alun saja. dapatkan 2 buah sarapan gratis, anda dapat memilih roti atau sereal sesuai keinginan anda",4 months,Bobopod Alun Alun Malang
Gita Putri Panjaitan,5.0,,4 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Hotel bagus, pengalaman bagus, harga bagus, pelayanan bagus, terima kasih",4 months,Bobopod Alun Alun Malang
Arif Abdiansah,1.0,"Hotel harga 250 dapet tidur di box, 😂😂 klo buat pengalaman ok, tp harga segitu di indonesia banyak hotel2 yg lebih baik dpet perkamar, terutama ini di malang banyak hotel bintang 3 juga dah dpet, apalagi sekelas reddorz dan sejenisnya, …",4 months,Bobopod Alun Alun Malang
Nizar Akbar Meilani,5.0,,4 months,Bobopod Alun Alun Malang
Zavira Patricia,5.0,"Murah, aman, nyaman",4 months,Bobopod Alun Alun Malang
M Sufi_ Cooking,5.0,"Tetap di Bobobox dan berlangganan. Dari Jakarta, Kabupaten Juanda, hingga Bandung, Malang, Solo, Jogja, dan Semarang. Menginap di Bobobox Malang terasa sangat nyaman, tenang, dan aman. Kamarnya bersih, kamar mandinya juga bersih, AC-nya dingin sekali. …",4 months,Bobopod Alun Alun Malang
Fitria Indriani,1.0,"Baru pertama inep di bobopod lewat 5 menit jam checkout langsung dimatiin semua tanpa diketok dulu. Selama di jakarta ga pernah ngalamin kaya gitu, bahkan pernah dikasih toleransi waktu maksimal jam1 co nya untuk zuhuran dulu",4 months,Bobopod Alun Alun Malang
Pypy,2.0,Mau cobain gimana sih rasanya tidur di hotel kapsul. Ternyata pengalaman pertama cukup traumatik buat saya. Dan akhirnya mutusin cukup sekali saja. …,4 months,Bobopod Alun Alun Malang
Recky - UNESA,5.0,,4 months,Bobopod Alun Alun Malang
Heyou Nuka,5.0,"- Strategis banyak jajanan, 2 hari disini kenyang di mana2 jualan makanan dan murah2 enak lagi aku suka
- Gak akan dehidrasi karena dispenser di mana2 …",4 months,Bobopod Alun Alun Malang
Inas Anisah,5.0,"toiletnya bersih, kering, wangi. ga dikasih sikat gigi dan odol. tapi free sabun 3in1 lifeboy, lumayan.
dispenser yg di communal space airnya panas semua.
ruangannya ga kedap suara.",5 months,Bobopod Alun Alun Malang
DetOl X,5.0,Gacha disini wangi.,5 months,Bobopod Alun Alun Malang
Reza Aulia,4.0,"AC-nya buat saya pribadi masih kurang dingin padahal diset max, kalau tetangga sebelah dan bawah tutup pintu kaget banget, pas tidur nyenyak malah terbangun ya karena kompromi materi, mungkin kamu dapat berbagi pengaturan tambahan dengan pengunjung yang...",5 months,Bobopod Alun Alun Malang
Syamsul Arifin,5.0,,5 months,Bobopod Alun Alun Malang
Hanif Caesarrio,4.0,,5 months,Bobopod Alun Alun Malang
Ronny Bambang Suyanto,4.0,,5 months,Bobopod Alun Alun Malang
Felia Nuvria Sari,5.0,"TIPS :
1. Pilih tipe pod yang bawah /earth yang double karena ukuran cukup luas dan gak harus manjat dulu tiap mau istirahat. …",5 months,Bobopod Alun Alun Malang
Mutiara Jeanny Clarette,4.0,,5 months,Bobopod Alun Alun Malang
Rhavi HR (Aztharis),5.0,"Pelayanan ramah, tempatnya sangat bersih dan rapi, wifi lancar (jika tidak dalam keadaan full booked). …",5 months,Bobopod Alun Alun Malang
Dhaneca Cacsana,5.0,,5 months,Bobopod Alun Alun Malang
yulius tri hartono,4.0,,5 months,Bobopod Alun Alun Malang
beruang selalu,4.0,"Bobopod alun-alun malang, jawa timur. Penginapan dengan konsep kapsul, kamar mandi dan ruangan komunal makan bersama. Air panas untuk mandi stabil, kamar mandi bersih dan air galon isi ulang selalu ada. Parkiran luas bisa untuk kendaraan …",5 months,Bobopod Alun Alun Malang
Zahra Khairani,5.0,"First impression dan first experience pakai bobobop/bobobox sangat memuaskan!
Terutana pelayanannya yang sangat membantu dan menjelaskan dengan detail apa yang harus diperhatikan saat di dalam room maupun melakukan apapun …",5 months,Bobopod Alun Alun Malang
Bayu Yudhistira,5.0,,5 months,Bobopod Alun Alun Malang
M Irham Fathoni,5.0,Tempatnya overall oke. Parkiran mudah dan cukup luas meskipun peak season. Cuman waktu kesana check in nya sedikit agak lama tapi wajar karena saya berkunjung saat high season. Tempatnya sangat bersih dan rapih. Nyaman dan hening juga. …,5 months,Bobopod Alun Alun Malang
Maulan Ayu,5.0,"Lokasinya berada di tengah kota. Tepat di sebelah selatan Alun-Alun Malang. Pilihan yang tepat untuk menginap disini karena lokasi berdekatan dengan Masjid Jami', Gramedia, Kayutangan, Mall Olympic Garden, Balai Kota, Stasiun Kota Baru. …",6 months,Bobopod Alun Alun Malang
S karin,4.0,"Tempatnya bersih, dingin. Kamarnya kecil tapi cukup nyaman kalau hanya untuk istirahat. Ada communal space untuk yg ingin merokok dan makan. Lokasinya cukup strategis. Kamar mandinya bersih tapi kadang licin di bagian shower. …",6 months,Bobopod Alun Alun Malang
Andry Andry,3.0,Bawa 1 tas backpack..mau titip tidak bisa alasan sudah penuh..,6 months,Bobopod Alun Alun Malang
Salsabila Al-Qibtya,5.0,"Bersih, lokasinya ideal, resepsionisnya ramah sekali. Sayang kasurnya agak mendelep di tengah, kemarin saya dapat yang single earth. Bintang 4 dulu ya",6 months,Bobopod Alun Alun Malang
Nathalie J,4.0,"Pelayanan baik, ramah. Untuk kamarnya bersih rapi, bonusnya pagi dapat sarapan roti. Pemandangan langsung ke alun alun malang",6 months,Bobopod Alun Alun Malang
Saiful Jihad,5.0,Kalau kesini bawa selimut karena dingin sekali abang,6 months,Bobopod Alun Alun Malang
Ardyan Syafaat,5.0,Seperti biasa standart bobobox dengan ruang fasilitas yang bersih.. dekat dengan tempat makan. Hanya saja space parkir mobil terbatas ya. Biaya parkir mobil 5rb flat.,6 months,Bobopod Alun Alun Malang
Bryan Rizaki,4.0,,6 months,Bobopod Alun Alun Malang
Rehan Al-Junayd,5.0,"Recommended bagi yang kepepet butuh penginapan, bagus banget toilet bersih nyaman , kamar bersih",6 months,Bobopod Alun Alun Malang
eka santhika,4.0,"Bersih, nyaman, cuma kasur aja ngga empuk. Dan ahirnya menemukan hack biar ac nya ga dingin bgt, puter buletan di bagian atas, hoho, krn acnya emg sedingin ituuh. Selimutnya enaak empuk anget. Bantal enak jg ga ketinggian ngga kelembekan. …",7 months,Bobopod Alun Alun Malang
骑猪的小二胖,4.0,"Bagus sih, tapi susah download aplikasinya. Semuanya memerlukan kode QR. Insulasi suara sangat buruk. Selalu ada beberapa yang kualitasnya tidak bagus.",7 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Hotel bagus, pengalaman bagus, pelayanan bagus, harga bagus, terima kasih",7 months,Bobopod Alun Alun Malang
Robet Alfiansyah,5.0,,8 months,Bobopod Alun Alun Malang
Pertiwi Sapta,3.0,"Berisik sekali, sudah komplain tapi tidak ada tindakan dari penjaga. Lagian aneh banget, ada banyak bagian lain yang kosong, tapi saya ditempatkan di daerah yg penuh orang. Mungkin ini bisa jadi target penertiban untuk operasi/razia …",8 months,Bobopod Alun Alun Malang
Sipi Rili,1.0,"Tempatnya bersih sih, tapi pod ngga kedap suara dan banyak yang berisik.",8 months,Bobopod Alun Alun Malang
Thania Saraswati,5.0,,8 months,Bobopod Alun Alun Malang
Kaisar Fauziansyah,5.0,,8 months,Bobopod Alun Alun Malang
Yoca Pratama,5.0,"Cocok bagi budget traveler. Lokasi sangat strategis, dekat dengan toko ice cream dan alun-alun. Banyak makanan tersedia di sekitar. Free parking. Ada communal area yang lengkap dengan fasilitas microwave, peralatan makan, dan air minum gratis. Sangat recommended.",8 months,Bobopod Alun Alun Malang
Rishabh Jain,2.0,,8 months,Bobopod Alun Alun Malang
shendy almira,5.0,"Untuk harga yang terjangkau bo bo box pilihan tepat menginap untuk solo traveler. Cabin nyaman pencahayaan sound system baik, kamar mandi bersih Dan nyaman.",8 months,Bobopod Alun Alun Malang
Anonim Mous (Scorpion king),5.0,pelayanan yang baik Resepsionis dan satpamnya ramah dan baik. membantu jika Anda membutuhkan sesuatu. kamarnya juga bagus seperti kandang ayam tapi bintang 5,9 months,Bobopod Alun Alun Malang
Angela Debrina,5.0,,9 months,Bobopod Alun Alun Malang
Léna C.,1.0,"Kami melakukan reservasi yang salah dan memesan di Bobobox lain karena nama di deskripsi tidak lengkap dan membingungkan, tidak ada tindakan dari staf atau pengembalian uang ketika kami menyadari kesalahan kami 5 menit kemudian, mereka hanya tertawa! Pelayanan sangat tidak menyenangkan, dan pengalaman buruk ditambah hotel ini sangat bising",9 months,Bobopod Alun Alun Malang
Alejandro Sotodosos,1.0,"Nama hotel ini sama dengan hotel lainnya di Bandung. Ini membingungkan orang-orang yang memesan dan kemudian orang-orang ini tidak mengembalikan uang. Juga ini terlalu dingin di dalam ruangan dan pintu-pintu menimbulkan banyak kebisingan, sangat bising dan pintu bertepuk tangan sepanjang malam. Tidak mudah untuk tidur.",9 months,Bobopod Alun Alun Malang
FERLY ANGKOT MALANG,5.0,,9 months,Bobopod Alun Alun Malang
Fajar Setiyawan,4.0,,9 months,Bobopod Alun Alun Malang
Yusuf Ariq,5.0,,9 months,Bobopod Alun Alun Malang
V A,4.0,"lokasi strategis, fasilitas lengkap dan bersih. hanya saja kita perlu bawa hp (untuk scan qr code) kemanapun kita pergi di seluruh fasilitas penginapan (termasuk kalau saat akan ke toilet mengingat tempat ini menggunakan shared bathroom)",9 months,Bobopod Alun Alun Malang
Shibghotulloh Akmal Mujaddidi,5.0,,9 months,Bobopod Alun Alun Malang
welly padja,4.0,"Ya, itu tidak oke, kedengarannya bukti.
ketika saya menginap di kamar di atas saya yang sangat bising.. setelah tengah malam dan dini hari.. …",9 months,Bobopod Alun Alun Malang
Rianthie Hanazk,5.0,Saya sangat puas dengan hotel ini. Pasti saya akan kembali lagi jika saya melakukan perjalanan solo lagi.,9 months,Bobopod Alun Alun Malang
Muhammad Ihsan Fatawa,5.0,,9 months,Bobopod Alun Alun Malang
Andinirc,5.0,"Tempat strategis, kamar mandi bersih, tempatnya nyaman.",10 months,Bobopod Alun Alun Malang
halim mohamed,5.0,"Tidak ada komentar, semuanya adalah yang terbaik",10 months,Bobopod Alun Alun Malang
Tri Puspitasari,4.0,,10 months,Bobopod Alun Alun Malang
Aji Susilo,5.0,"Kamar nyaman walau kelihatan sempit tapi cukup kok, sayangnya tidak kedap suara. Kamar mandi bersih.",10 months,Bobopod Alun Alun Malang
Mozes Setiyono,1.0,Check-in seharusnya bisa lebih awal karena kasihan orang-orang yang sudah sampai Malang pagi hari. Orang sudah datang jauh-jauh dan ingin istirahat eh belum bisa masuk kamar. Mau titip tas dulu tapi dibilang tidak menerima titipan tas dan …,10 months,Bobopod Alun Alun Malang
Vanady Michael,5.0,"bobobox pilihan yang tidak pernah salah untuk menginap sendiri, sangat worth it dan pelayanannya juga oke, wajib dicoba apalagi harganya juga cukup bersahabat",10 months,Bobopod Alun Alun Malang
Afifah Retno Utami,5.0,,10 months,Bobopod Alun Alun Malang
MTB Indo,5.0,,10 months,Bobopod Alun Alun Malang
Agus Winarto,5.0,"Mantap,.lokasi strategis,.",10 months,Bobopod Alun Alun Malang
Rahmat Syahfiudin,5.0,,10 months,Bobopod Alun Alun Malang
rendi prasetya,5.0,,10 months,Bobopod Alun Alun Malang
surya hadinata,5.0,"Ini merupakan kapsul hotel terbaik menurut pengalaman saya, kamar ada meja, desain bagus dan menarik. Fasilitas cukup lengkap dan bersih. Lokasi sangat strategis di depan alun alun dan banyak kuliner di area hotel. Sangat puas menginap di bobobox malang ini",10 months,Bobopod Alun Alun Malang
Shirly Stephanie,4.0,,10 months,Bobopod Alun Alun Malang
Martijn Laffort,5.0,"Kamarnya agak kecil tetapi Anda tidak membayar banyak untuk satu malam. Semuanya bersih dan terorganisir dengan baik. Anda harus mengunduh aplikasi sebelum dapat check-in, ini sedikit merepotkan tetapi begitu Anda memiliki akun, aplikasi tersebut berfungsi dengan lancar!",11 months,Bobopod Alun Alun Malang
Taufik Zulhaerin,5.0,Mantab murah,11 months,Bobopod Alun Alun Malang
Rianaco,5.0,"Bersih, tenang, nyaman, gak harus *5 ha....ha (itu namaya ngirit)........staff jg ramah",11 months,Bobopod Alun Alun Malang
Donny Sabri Ashari,5.0,"Pengalaman pertama menginap di hotel kapsul. Meski badanku lebar, tapi untuk masuk ke kamar single bed nggak susah, hehe. Oh iya, di ruang komunal ada galon airnya enak buat makan dan ngobrol, tapi waktu itu masih jam sibuk..",11 months,Bobopod Alun Alun Malang
Gabby —-,5.0,,11 months,Bobopod Alun Alun Malang
Muhammad Adrian,5.0,"Baguslah, kamu bisa datang ke sini sebulan sekali",11 months,Bobopod Alun Alun Malang
Monica Graselia,3.0,"Baru pertama kali menginap di bobobox, kamarnya kecil tapi bagus juga, saran saya ambil yang di atas, karena kalau yang di bawah, takutnya sama berisiknya dengan yang di atas dan terdengar jelas. jejak orang. Kamar mandinya bagus, bersih, dan…",11 months,Bobopod Alun Alun Malang
suhiman al jubaedi,5.0,"Tempat nya sangat strategis. Di pusat kota, dekat stasiun kota malang, alun2, dan tempat ibadah. Kamar dan kamar mandi bersih dan nyaman.",11 months,Bobopod Alun Alun Malang
khurram tausif,5.0,,11 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,Tempat yang bagus,11 months,Bobopod Alun Alun Malang
Rindang Adi Winahyu,5.0,,11 months,Bobopod Alun Alun Malang
sugeng supangat,5.0,,11 months,Bobopod Alun Alun Malang
PopoaWanate,5.0,,11 months,Bobopod Alun Alun Malang
wawan yunianto,5.0,,11 months,Bobopod Alun Alun Malang
zulvi atun nikmah,5.0,"Cukup bagus ya ukuran kecil tapi unik dan gak pengap , semua tersistem dengan baik menggunakan internet off thinks dan barcode . Bagi yang mau coba pengalaman kamar IoT silahkan di coba",11 months,Bobopod Alun Alun Malang
ana rosidatul mualimah,5.0,"Lokasi strategis, smpingnya bnyak stand makanan sma mixue jdi klo lagi males keluar bsa tinggal turun kebwh ☺, klo mau ke alun"" Malang tinggal nyebrang, masjid jga deket, mau foto ala"" Di Yogyakarta tinggal jalan kaki jga bsa, pokoknya tmptnya strategis pke bnget 😭. Pelayanan disna jga ok, tmpt jga bersih, …",11 months,Bobopod Alun Alun Malang
05. Fabianugerah Bainasshiddiq X RPL,5.0,,11 months,Bobopod Alun Alun Malang
Diah lilis handayani,5.0,"Superrr,keren bgt,nyaman,tmpatnya strategis deket sm alun"",mesjid,cafe,mixue dll.playanannya ramah,tmpatnya wangi,bersih,ada pantri tersendiri buat makan,mushola dan toiletnya bersih ,toiletnya ad hairdryer jg guys 😁.recommended parah 🥰 …",11 months,Bobopod Alun Alun Malang
Febria Adhani,5.0,"Saya menginap disini hanya 1 malam. Mulai dari pelayanan, kebersihan kamar, toilet,  semuanya bagus. lokasi strategis, pas didekat alun-alun Malang sama dekat dengan stasiun juga. Ada ruang outdoornya, dg view yg menghadap alun-alun. …",a year,Bobopod Alun Alun Malang
Fajar khaliq Shofrian (Faliq),5.0,,a year,Bobopod Alun Alun Malang
Aditya Nurfarid,4.0,Oke,a year,Bobopod Alun Alun Malang
Andrea Risso,4.0,"Pengalaman pertama kami di hotel kapsul, kamarnya bagus dan bagus meskipun sistem elektronik untuk mengontrol lampu tidak berfungsi dengan baik, dan resepsi adalah resepsi paling tidak berguna yang pernah ada, karena kami menanyakan beberapa informasi tentang transportasi dan mereka menjawab mereka tidak tahu Tidak ada apa-apa.",a year,Bobopod Alun Alun Malang
joe hamson,3.0,"Konsep modern dengan aplikasi yang diperlukan untuk check-in, yang sebenarnya bukan itu yang ingin kami lakukan ketika kami tiba di tengah malam. Anda harus membawa ponsel ke mana pun untuk mengakses kamar. Sangat bersih tetapi kamarnya terlalu dingin dan AC tidak …",a year,Bobopod Alun Alun Malang
Azlan _,5.0,"Jaringan bobohox kuat banget dimana-mana, semoga kedepannya semakin bertambah fasilitasnya",a year,Bobopod Alun Alun Malang
Marcelles Caryabudi ST RFP,5.0,"Hotelnya canggih, semua orang menggunakan barcode baik untuk menyimpan sandalnya (masuk kamar harus ganti sandal hotel), atau membuka kamar, semua orang menggunakan barcode yang tersedia di aplikasi bobobox di HP. …",a year,Bobopod Alun Alun Malang
Maryana Mialik,5.0,"Jatuh cinta dengan hostel ini! Lebih baik dari hotel yang beberapa kali lebih mahal. Indah, bersih, berteknologi maju. Sukacita! Internet bagus, cocok untuk pekerjaan jarak jauh",a year,Bobopod Alun Alun Malang
Devita Yahya,4.0,,a year,Bobopod Alun Alun Malang
my ais,5.0,Tempat bagus dengan view dan layanan yang baik... Recommended for staycation in malang,a year,Bobopod Alun Alun Malang
Fiqri Haikal,5.0,Pelayanan nya ramah sekali 😍 …,a year,Bobopod Alun Alun Malang
farrel adinata,5.0,,a year,Bobopod Alun Alun Malang
Unyilbalap 036,5.0,"Tempatnya nyaman cocok buat liburan, tempat istirahat ketika perjalanan jauh",a year,Bobopod Alun Alun Malang
Saiful Rizal,5.0,Suka karna dekat sama mall sekitar dan view pas depan alun alun malang,a year,Bobopod Alun Alun Malang
Irdawati Darwis,5.0,,a year,Bobopod Alun Alun Malang
herman,5.0,,a year,Bobopod Alun Alun Malang
Nadya cahyanada putri zuana,1.0,,a year,Bobopod Alun Alun Malang
Dody Satrianto,5.0,,a year,Bobopod Alun Alun Malang
valentin martinez,5.0,"Kami menginap 4 malam. Hotel ini sangat bersih, dan lokasinya sangat strategis.
Gunakan aplikasi mereka untuk memesan dan mendapatkan harga terbaik.",a year,Bobopod Alun Alun Malang
Atma Dewita,5.0,"Lokasinya berada di alun-alun kota Malang, bersebelahan dengan kantor pos, sehingga aksesnya cukup mudah. Tidak jauh dari stasiun Malang (Baru).",a year,Bobopod Alun Alun Malang
Andre Nyoto,4.0,"Pelayanan sangat sopan.
Kamar sangat bersih. Kamar mandi dan toilet juga bersih.
Hanya aturan Quite Hours perlu ditegaskan. Jam 12 malam masih ada yg berisik. …",a year,Bobopod Alun Alun Malang
Chloé KETTE,1.0,"Jangan kehilangan uang Anda, pergi saja ke MADOR yang lebih murah, menawarkan lebih banyak layanan dan staf di sana lebih baik.
Saya memesan hotel ini karena saya mengharapkan layanannya lebih baik, lebih…",a year,Bobopod Alun Alun Malang
Lisa LC,4.0,"Pengalaman yang sangat bagus di kotak-kotak kecil ini! Konsep orisinal dengan sedikit teknologi!
Kebersihan sempurna, perlengkapan tidur bagus, tidak ada yang perlu dikatakan kecuali kurangnya …",a year,Bobopod Alun Alun Malang
Robin,1.0,Tidak menyambut orang asing. Akan tinggal di tempat lain jika saya datang lagi.,a year,Bobopod Alun Alun Malang
Krishna,2.0,"Podnya sendiri oke, lumayan kecil untuk 2 orang dengan tas, hanya ada loker untuk sepatu bukan tas. Masalah utama adalah perlakuan dari beberapa staf, saya pikir mereka tidak menyukai tamu asing, pertama kami tiba sangat awal dan diberitahu tidak lebih awal…",a year,Bobopod Alun Alun Malang
Achmad Wansah,1.0,"minus di parkir,udah ada kartu parkir khusus tamu yg seharusnya gratis parkir begitu di loket keluar malah di suruh bayar,alasanya pak parkirnya udah gk berlaku udah pakek aplikasi ???,padahal udah di jelasin sama resepsionisnya ini untuk …",a year,Bobopod Alun Alun Malang
Dian Adriani David,5.0,"Selama di kota tujuan liburan untuk solo trip ada Bobobox, pasti jadi pilihan utama. Alasan utamanya, karena penginapannya memang hanya dipakai untuk menginap, hampir seharian dipakai untuk jalan-jalan ke luar. Bobobox Malang ada di lantai …",a year,Bobopod Alun Alun Malang
Rilliandi Arindra Putawa,2.0,"Gak sesuai keterangan bobobox bilangnya bisa early check in kalau sudah menghubungi, malah gak bisa.",a year,Bobopod Alun Alun Malang
Farhan Izzaya,5.0,"bersih, wangi, lokasi strategis cucok dah",a year,Bobopod Alun Alun Malang
Riri Sofiancy,5.0,"aahhh baru pertama kali nginep di Bobobox.... unik, simple, untuk traveller yg tidak membawa anak alias hanya berdua saja...tepat sii pilih bobobox. Kamar bersih, toilet bersih, lengkap ada mushola...sistem nya canggih. Kami pilih pod Sky double.",a year,Bobopod Alun Alun Malang
dwi antoro,3.0,,a year,Bobopod Alun Alun Malang
Wiwi susilah,5.0,"Best backpacker. Recomanded... Gak nyangka..
Melebihi ekspektasi.biarpun kamar mandinya bareng2.tapi bersih.over all oke bingit..",a year,Bobopod Alun Alun Malang
Besar Rahmat,5.0,,a year,Bobopod Alun Alun Malang
TD 3.17_14_Muhammad Alfian,5.0,"Murah,nyaman dan strategis banget",a year,Bobopod Alun Alun Malang
Rachmawati Rachmawati,1.0,"Harap tinjau kebijakan non-refund, harga yang saya bayarkan bukan 50k-100k.
Semua orang bisa bingung atau bisa berubah sewaktu-waktu.",a year,Bobopod Alun Alun Malang
Nona Yunita,5.0,,a year,Bobopod Alun Alun Malang
Ibnu Fajr,4.0,Sepertinya musti.ditambahkan layanan bayar debit atw kredit...spy menjangkau smua kalangan dan kondisi...sgt ribet jika kondisi customer sdg tdk bisa online banking nya,a year,Bobopod Alun Alun Malang
Claudia Mariana,5.0,Recomended untuk kamu yg vacation trus nyari penginapan yang simple tapi elit👌 …,a year,Bobopod Alun Alun Malang
Netta Puspitaningsih,5.0,jajak pendapat yang sangat nyaman,a year,Bobopod Alun Alun Malang
Allysa Okta,5.0,,a year,Bobopod Alun Alun Malang
Hugo Pui,5.0,"Layanan check in cepat dengan pod futuristik, panel kontrol dapat digunakan untuk membuat pod sesuai keinginan Anda. Sangat direkomendasikan.",a year,Bobopod Alun Alun Malang
