nama,bintang,komentar,Waktu,Place name,clean_text
Davis Tjandra,4.0,"Good place to stay, good service. Rooms are a bit cold at night.",a year,Bobopod Dago Bandung,"good place to stay, good service. rooms are a bit cold at night."
Tri Winnarti,5.0,"Saya menginap 2 malam di sini.
+ Nya ;
1. Lokasi strategis, mau kemana mana Deket banyak yg jual makanan jg
2. Seperti biasa bobobox sangat bersih

- nya :
Gaada 🤣",a year,Bobopod Dago Bandung,"saya menginap 2 malam di sini. + nya ; 1. lokasi strategis, mau kemana mana dekat banyak yang jual makanan juga 2. seperti biasa bobobox sangat bersih  - nya : enggak ada 🤣"
Windu Hasta Bayu,5.0,Water heater is not hot enough,a year,Bobopod Dago Bandung,water heater is not hot enough
Bacol channel,5.0,Tempat.nya numiss...haha,a year,Bobopod Dago Bandung,tempat.nya numiss.haha
Rezky Malik,4.0,Ambiance nya bikin nyaman,a year,Bobopod Dago Bandung,ambiance nya bikin nyaman
almira shop90,5.0,Nice and cozy place for just stay and go,a year,Bobopod Dago Bandung,nice and cozy place for just stay and go
Nailil Muna,5.0,"Nginep disini cocoknya buat cuma numpang tidur / tramsit sebelum lanjutin perjalanan, ga cocok kalo buat staycation. Sangat strategis lokasi nya, dekat sari sari jajan pasar tinggal jalan kaki, fasilitas toilet sharing cukup bersih, kamar bersih, pelayanan oke, ada area outdoor buat santai² sambil makan karna ga boleh makan didalem kamar, untuk air galon nya lebih baik ganti air mineral kemasan aja tiap kamar.",a year,Bobopod Dago Bandung,"nginep disini cocoknya buat cuma numpang tidur / tramsit sebelum lanjutkan perjalanan, enggak cocok kalo buat staycation. sangat strategis lokasi nya, dekat sari sari jajan pasar tinggal jalan kaki, fasilitas toilet sharing cukup bersih, kamar bersih, pelayanan oke, ada area outdoor buat santai² sambil makan karena enggak boleh makan didalem kamar, untuk air galon nya lebih baik ganti air mineral kemasan saja tiap kamar."
Octalina Gendhis,5.0,"Seru banget nginep di Bobobox. Pengalaman yg menarik dan kudu dicoba, bisa sendirian atau bareng-bareng.

Kamar mandi dan pantry nya terpisah, tapi semua bersih dan rapi.
AC di kamarnya juga berasa dan bisa diatur.",a year,Bobopod Dago Bandung,"seru banget nginep di bobobox. pengalaman yang menarik dan kudu dicoba, bisa sendirian atau bareng-bareng.  kamar mandi dan pantry nya terpisah, tapi semua bersih dan rapi. ac di kamarnya juga berasa dan bisa diatur."
Dessy Natarine patty,5.0,Sangat strategis,a year,Bobopod Dago Bandung,sangat strategis
cici amy,1.0,"Kecewa harganya beda jauh, jadi mahal banget :(",2 years,Bobopod Dago Bandung,"kecewa harganya beda jauh, jadi mahal banget :("
Leon Leon,1.0,"Everytime ask for late check out, then the staff say “yes I’ll noted”.

In reality, the pods always time out at noon, whether booking direct/travel agent or even longstay (they said, will be late check out up to 3pm)

I hope for the staff will be remainded by this.",2 years,Bobopod Dago Bandung,"everytime ask for late check out, then the staff sayang “yes i’ll noted”.  ini reality, the pods always time out at noon, whether booking direct/travel agent orang even longstay (they said, will be late check out up to 3pm)  i hope for the staff will be remainded by this."
Fahmi Fadila,5.0,"BERSIH SEKALI.. SAYA MENGINAP 2 HARI..
DARI DEPAN GEDUNG , LOBBY , JALAN MASUK KE KAMAR, KAMAR MANDINYA JUGA BERSIH + TEMPAT MAKAN AREA BELAKANG BERSIH.. PELAYANAN CEPAT MAU MINTA ISI ULANG AIR GALON SAJA CEPAT.. ADA VITAMIN JUGA.. MANTAP DEH.. BARU PERTAMA KALI KE BOBOBOX DAPAT TEMPAT BAGUS.. JADI REFERENSI KALO MAU JALAN2 KE BANDUNG..",2 years,Bobopod Dago Bandung,"bersih sekali.. saya menginap 2 hari.. dari depan gedung , lobby , jalan masuk ke kamar, kamar mandinya juga bersih + tempat makan area belakang bersih.. pelayanan cepat mau meminta isi ulang air galon saja cepat.. ada vitamin juga.. mantap deh.. baru pertama kali ke bobobox dapat tempat bagus.. jadi referensi kalo mau jalan-jalan ke bandung.."
filan amaly,4.0,"Nyobain Single Sky

Pros: lokasi strategis, bersih banget! , Cocok buat yang mau solo traveling atau yang gak banyak bawa barang, Karena ada rules jam tenang jadi tidurnya bener2 nyaman disini (ada sleep meditation modenya juga berasa)

Cons: karena pesennya sky jadi harus manjat/naik tangga kecil ke kasurnya, limited space buat naruh barang, gak ada kulkas.",2 years,Bobopod Dago Bandung,"mencoba single sky  pros: lokasi strategis, bersih banget! , cocok buat yang mau solo traveling atau yang enggak banyak bawa barang, karena ada rules jam tenang jadi tidurnya benar-benar nyaman disini (ada sleep meditation modenya juga berasa)  cons: karena pesennya sky jadi harus manjat/naik tangga kecil ke kasurnya, limited space buat naruh barang, enggak ada kulkas."
Cinthya Tan,5.0,"Stayed in end of March 2022.

It was an overall a great experience. This review is worth to read for those who consider cleanliness as the most important part and who are going to Bandung for work but with limited budget.

This place can be your first option!
Location is amazing! Restaurants and cafes are walking distance! Many different types of food ranging from cheap to kinda expensive.

The box itself is good enough space to put your stuff and have a nice rest. It already comes with mirror, hooks to hang, chair, table. They also provided vitamin at the lobby that you can take for free.

They have some shared area such as bathroom, kitchen, and lounge. They all are clean!!!!! I was so afraid about the bathroom, but hey it was so clean! Oh it is also because all shoes should be taken off at the lobby and keep them in the provided locker. In return, they also provided us slippers to walk around the serviced area.

In the kitchen they also have microwave if you need to reheat your food.

Internet was great even though it was 90% occupancy.

PRO TIP! Bring your own bottle because they provide free refill water.",2 years,Bobopod Dago Bandung,"stayed ini end of march 2022.  it was an overall a great experience. this review is worth to read for those who consider cleanliness as the most important part and who are going to bandung for work but with limited budget.  this place can be your first option! location is amazing! restaurants and cafes are walking distance! many different types of food ranging from cheap to kinda expensive.  the box itself is good enough space to put your stuff and have a nice rest. it already comes with mirror, hooks to hang, chair, table. they also provided vitamin at the lobby that you can take for free.  they have some shared area such as bathroom, kitchen, and lounge. they all are clean! i was so afraid about the bathroom, but hey it was so clean! oh it is also because all shoes should be taken off at the lobby and keep them ini the provided locker. ini return, they also provided us slippers to walk around the serviced area.  ini the kitchen they also have microwave if you need to reheat your food.  internet was great even though it was 90% occupancy.  pro tip! bring your own bottle because they provide free refill water."
aditya ramadhan,5.0,tempatnya strategis banget dekat pusat kota,2 years,Bobopod Dago Bandung,tempatnya strategis banget dekat pusat kota
Andreva Rahmawan H,5.0,"I must say I am impressed with their service, and definitely would go back there. Thank you Bobobox Dago",2 years,Bobopod Dago Bandung,"i must sayang i sama impressed with their service, and definitely would go back there. thank you bobobox dago"
Cecilia Simbolon,4.0,"Hotel kekinian yang nyaman untuk backpacker atau solo traveler. Model kamarnya bentuk kotak, dengan kamar mandi luar (sharing dengan penghuni lainnya), dan kalau masuk kamar harus scan QR Code dulu. Bagi saya sedikit merepotkan sih, harus bawa2 hp kemana-mana. Yang menjadi kelebihan hotel ini adalah lokasinya, strategis dan dekat kemana-mana.",2 years,Bobopod Dago Bandung,"hotel kekinian yang nyaman untuk backpacker atau solo traveler. model kamarnya bentuk kotak, dengan kamar mandi luar (sharing dengan penghuni lainnya), dan kalau masuk kamar harus scan qr code dulu. bagi saya sedikit merepotkan sih, harus bawa-bawa hp kemana-mana. yang menjadi kelebihan hotel ini adalah lokasinya, strategis dan dekat kemana-mana."
Armaizal Dwi,4.0,Mantap lah buat istirahat,2 years,Bobopod Dago Bandung,mantap lah buat istirahat
Ronald Acil,5.0,"Bagus dan nyaman sekali, masih sama seperti dulu",2 years,Bobopod Dago Bandung,"bagus dan nyaman sekali, masih sama seperti dulu"
Hairin Rianto,5.0,Tempat yang cocok buat OPEN BO,2 years,Bobopod Dago Bandung,tempat yang cocok buat open bo
Ajeng K Ratri,5.0,"This Bobobox is better than the one in Paskal. Clean, easy access to everywhere, and it is surrounded by mainstreets.

I love the coffee machine, at least, I get to drink coffee with a very affordable price. The staffs are super helpful as well!",2 years,Bobopod Dago Bandung,"this bobobox is better tahan the one ini paskal. clean, easy access to everywhere, and it is surrounded by mainstreets.  i love the coffee machine, at least, i get to drink coffee with a very affordable price. the staffs are super helpful as well!"
Rendy Agustinus,5.0,"Saya nginap disini selama 6 hari dan jenis pod yang saya pilih itu sky double

Lokasi
Strategis banget
Deket kalau mau naik ke lembang
Deket sama jalan dipatiukur, jadi cari makan atau laundry gampang

Kamar
Kamarnya bersih dan wangi mint2 gitu
Acnya kurang dingin, padahal udah dibuka penuh ventnya

Toilet
Toiletnya cukup bersih
Dibersihin sama petugasnya setiap hari
Sabun selalu full
Sayangnya hairdryer di toilet cowok mati

Ruang makan
Ruang makan lumayan bersih
Ada outdoornya
Microwave nya harus sering2 di lap kayaknya, soalnya pada saat saya mau pakai ada bekas keju lengket gitu.
Tempat sampah di ruang makan juga harus di tambah, karena sering overload.

Others
Salah satu nilai plus di bobobox dago ini itu ada tempat parkir dan security
Jadi motor/mobil aman

Di lobby banyak kursi juga buat duduk2",2 years,Bobopod Dago Bandung,"saya nginap disini selama 6 hari dan jenis pod yang saya pilih itu sky double  lokasi strategis banget dekat kalau mau naik ke lembang dekat sama jalan dipatiukur, jadi cari makan atau laundry gampang  kamar kamarnya bersih dan wangi mint2 begitu acnya kurang dingin, padahal sudah dibuka penuh ventnya  toilet toiletnya cukup bersih dibersihin sama petugasnya setiap hari sabun selalu full sayangnya hairdryer di toilet cowok mati  ruang makan ruang makan lumayan bersih ada outdoornya microwave nya harus sering-sering di lap kayaknya, soalnya pada saat saya mau pakai ada bekas keju lengket begitu. tempat sampah di ruang makan juga harus di tambah, karena sering overload.  others salah satu nilai plus di bobobox dago ini itu ada tempat parkir dan security jadi motor/mobil aman  di lobby banyak kursi juga buat duduk2"
Bamz Indrajit,5.0,"Pengalaman pertama nginep 3 hari 2 malem di sini. PUAS!

Lupakan soal harga, pelayanan di sini bintang 7. Dari front man, sikiriti, sampe cleaning team yang ramah banget.

Anak gw bolak balik titip sepeda paporipnya, mereka no issue.

InsyaAllah mau kesini lagi.

Oh ya, buat gw yang demen ngopi, mereka sediain mesin kopi tinggal pencet.

Mantap mania, mancing!",2 years,Bobopod Dago Bandung,"pengalaman pertama nginep 3 hari 2 malam di sini. puas!  lupakan soal harga, pelayanan di sini bintang 7. dari front man, sikiriti, sampai cleaning team yang ramah banget.  anak gue bolak balik titip sepeda paporipnya, mereka no issue.  insyaallah mau kesini lagi.  oh ya, buat gue yang demen ngopi, mereka sediain mesin kopi tinggal pencet.  mantap mania, mancing!"
Dwi Listiani,5.0,"Tempatnya bersih, aman. Aa sekurity nya juga friendly, parkir dibantuin, koper juga dibantuin. Puas deh disini seminggu",2 years,Bobopod Dago Bandung,"tempatnya bersih, aman. aa sekurity nya juga friendly, parkir dibantuin, koper juga dibantuin. puas deh disini seminggu"
Darmawan,5.0,nice and quiet place,2 years,Bobopod Dago Bandung,nice and quiet place
Al Dhella,5.0,"Servicenya bagus banget. Mas-masnya super baik. Bersih, bisa request make up room, early check in dan late check out. Overall nice experience!",2 years,Bobopod Dago Bandung,"servicenya bagus banget. mas-masnya super baik. bersih, bisa request memakai up room, early check ini dan late check out. overall nice experience!"
Fatah Shihabul Millah,5.0,"Pelayanan nya bagus, banyak pods tersedia di sini. Banyak sekali fasilitas yg tersedia di sini, misal mushola & tempat ngobrol outdoor. Dekat dengan KFC dan BIP.",2 years,Bobopod Dago Bandung,"pelayanan nya bagus, banyak pods tersedia di sini. banyak sekali fasilitas yang tersedia di sini, misal mushola & tempat mengobrol outdoor. dekat dengan kfc dan bip."
Fathiafif Mahasin,5.0,"Stayed here for 4 days & 3 nights. I booked a single-bed earth room type. Got slippers, dental kit, and towel right after checking-in, and should take-off the shoes before enter the pods room.

Surprisingly, the pods was adequate and very clean. There is small LED-controller for adjust pods light and music. These are integrated with Bobobox App, so we can control through our device.

The communal shower room and toilet was clean. Pantry, outdoor seating, and praying room is available.

The staff are very friendly and helpful.

Cons : The controller for pods temperature have not integrated yet, neither Bobobox App nor small-LED controller, so we must adjust manually.",2 years,Bobopod Dago Bandung,"stayed here for 4 days & 3 nights. i booked a single-bed earth room type. got slippers, dental kit, and towel right after checking-ini, and should take-off the shoes before enter the pods room.  surprisingly, the pods was adequate and very clean. there is small led-controller for adjust pods light and music. these are integrated with bobobox app, so we can control through our device.  the communal shower room and toilet was clean. pantry, outdoor seating, and praying room is available.  the staff are very friendly and helpful.  cons : the controller for pods temperature have not integrated yet, neither bobobox app nor small-led controller, so we must adjust manually."
Siti Hafsha,5.0,"Mau healing lagi pliiss, siaku yang tukang berburu promo bobobox nyaa",2 years,Bobopod Dago Bandung,"mau healing lagi pliiss, siaku yang tukang berburu promo bobobox nya"
FARRAH SCHWARZENEGGER,3.0,Lambat dalam penanganan kerusakan di pendingin udara kamar. Selain itu semua service bagus dan memuaskan.,2 years,Bobopod Dago Bandung,lambat dalam penanganan kerusakan di pendingin udara kamar. selain itu semua service bagus dan memuaskan.
Harto Mulyono,5.0,Tempat bersih dan nyaman,2 years,Bobopod Dago Bandung,tempat bersih dan nyaman
HS,5.0,"Lokasi gampang diakses, bersih, nyaman, harga ekonomis.",2 years,Bobopod Dago Bandung,"lokasi gampang diakses, bersih, nyaman, harga ekonomis."
Hesti Awungu,4.0,"When we come to a city that makes us spend more time all day doing activities, then hotels with efficient facilities will sure be enough to rest our bodies.  A comfortable bedroom, air conditioner that works well, a clean bathroom and shower with hot water which temperature and flow are reliable.  Bobobox offers all of that.  Accompanied by adequate security, very well maintained cleanliness and all keys and function settings that are all digital and at a low price.  Everything is worth it.  The location of the Dago bobobox is pleasant because it is close to many culinary places of very varied types, coffee cafes, western restaurants, traditional restaurants and hawker places.  Note, for those who need long stay, bobobox does not offer room service and room cleaning, o.k.",2 years,Bobopod Dago Bandung,"when we come to a city that makes us spend more time all day doing activities, then hotels with efficient facilities will sure be enough to rest our bodies.  a comfortable bedroom, air conditioner that works well, a clean bathroom and shower with hot water which temperature and flow are reliable.  bobobox offers all of that.  accompanied by adequate security, very well maintained cleanliness and all keys and function settings that are all digital and at a low price.  everything is worth it.  the location of the dago bobobox is pleasant because it is close to many culinary places of very varied types, coffee cafes, western restaurants, traditional restaurants and hawker places.  note, for those who need long stay, bobobox does not offer room service and room cleaning, o.ke."
Victor Leadero Sanjaya,5.0,"The place is basically the center of every good things. Foods, Parks, Malls, you name it.
The best place",2 years,Bobopod Dago Bandung,"the place is basically the center of every good things. foods, parks, malls, you name it. the best place"
Muchtar,4.0,"Harga Murah, Tempat nyaman, lokasi strategis, toilet cukup, air tersedia (Refill)

(-)
Pelayanan shift malam pasca check in sangat buruk
Tidak di sediakan alat makan dan minum sekali pakai di area makan, percuma ada air refill (di kamar juga tidak di sediakan Air Botol)",2 years,Bobopod Dago Bandung,"harga murah, tempat nyaman, lokasi strategis, toilet cukup, air tersedia (refill)  (-) pelayanan shift malam pasca check ini sangat buruk tidak di sediakan alat makan dan minum sekali pakai di area makan, percuma ada air refill (di kamar juga tidak di sediakan air botol)"
Alfian Yc,5.0,Lain waktu nanti main kesini lagi,2 years,Bobopod Dago Bandung,lain waktu nanti main kesini lagi
Louis Rivaldy,5.0,Clean,2 years,Bobopod Dago Bandung,clean
Permatasari Vienadici,5.0,Strategic location,2 years,Bobopod Dago Bandung,strategic location
Monica Horezki,3.0,"Semua sangat membantu dengan tindakan cepat untuk menyelesaikan masalah. Fasilitasnya juga bagus bahkan dibandingkan dengan Bobobox lain di kota yaitu Cipaganti. Di sini, ada mesin penjual minuman otomatis, pantry dengan microwave, dan toilet bersih dengan banyak air yang keluar dari kamar mandi.",2 years,Bobopod Dago Bandung,"semua sangat membantu dengan tindakan cepat untuk menyelesaikan masalah. fasilitasnya juga bagus bahkan dibandingkan dengan bobobox lain di kota yaitu cipaganti. di sini, ada mesin penjual minuman otomatis, pantry dengan microwave, dan toilet bersih dengan banyak air yang keluar dari kamar mandi."
imam pramuji,5.0,"Pelayanan baik dan ramah, hotel yg bersih dan rapih.",2 years,Bobopod Dago Bandung,"pelayanan baik dan ramah, hotel yang bersih dan rapi."
Fawzy Syam,5.0,Tempatnya cozy banget 😁 …,2 years,Bobopod Dago Bandung,tempatnya cozy banget 😁 …
Titin Solehat,4.0,Indah pokonyanah,2 years,Bobopod Dago Bandung,indah pokonyanah
sarah diva,5.0,"Bersih, nyaman",2 years,Bobopod Dago Bandung,"bersih, nyaman"
Trie Shara Damayanti,4.0,"Pertama kali banget nyobain menginap di bobobox, ternyata seru yaa. Meskipun rada ribet karena untuk mengakses kamar harus menggunakan aplikasi. Sebenernya fine fine aja kalau kalian hpnya ngga bermasalah, kalau kalian hpnya sering ngehang, dan kalo pas mau masuk kamar ternyata hp kalian low batt, yaudah wassalam harus ngecharge dulu. Disitu aja sih poin catatannya.

Untuk kamar mandinya banyak, jadi jangan takut buat lama antri, dan juga ada air panasnya yg terpenting dan juga ada hairdryer. Well good!
Satu lagi, kamar mandi dan toiletnya terpisah, jadi aman👌

Parkiran mobil bisa buat 4 mobil kalau ga salah, lupa. Untuk kebersihan di setiap lorong oke banget. Kamar juga bersih wangi, karena di larang bawa makanan ke dalam kamar. 👌

Palingan ngga enaknya kalau nerima telfon di kamar jadi kaya auto bisik2 ngomongnya, soalnya kaya takut ngeganggu yg di atas atau di bawah kita. Oia sama ini, ngga ada alat minum, jadi bawa tumblr, mereka cuma sediain air di galon aja.",2 years,Bobopod Dago Bandung,"pertama kali banget mencoba menginap di bobobox, ternyata seru ya. meskipun rada ribet karena untuk mengakses kamar harus menggunakan aplikasi. sebenarnya fine fine saja kalau kalian hpnya enggak bermasalah, kalau kalian hpnya sering ngehang, dan kalo pas mau masuk kamar ternyata hp kalian low batt, yaudah wassalam harus ngecharge dulu. disitu saja sih poin catatannya.  untuk kamar mandinya banyak, jadi jangan takut buat lama antri, dan juga ada air panasnya yang terpenting dan juga ada hairdryer. well good! satu lagi, kamar mandi dan toiletnya terpisah, jadi aman👌  parkiran mobil bisa buat 4 mobil kalau enggak salah, lupa. untuk kebersihan di setiap lorong oke banget. kamar juga bersih wangi, karena di larang bawa makanan ke dalam kamar. 👌  palingan enggak enaknya kalau menerima telfon di kamar jadi kayak auto bisik2 mengomongnya, soalnya kayak takut ngeganggu yang di atas atau di bawah kita. oia sama ini, enggak ada alat minum, jadi bawa tumblr, mereka cuma sediain air di galon saja."
ADANG Jivana 77,5.0,Nginep yuk,2 years,Bobopod Dago Bandung,nginep yuk
Adistyana Damaranti,5.0,"I stayed for a week in pods dago in earth room type. it was so comfy, and spacey enough. Got the king size bed for this room type. What i like the most is when I woke up in the morning and using the iot feature to do the meditation like river and bird singing or forest with natural sounds. The experience of the lights are also amazing, can adjust the colors and light intensity.",2 years,Bobopod Dago Bandung,"i stayed for a wig ini pods dago ini earth room type. it was so comfy, and spacey enough. got the king size bed for this room type. what i like the most is when i woke up ini the morning and using the iot feature to di the meditation like river and biru singing orang forest with natural sounds. the experience of the lights are also amazing, can adjust the colors and light intensity."
Bdnt Be,5.0,"Nyaman, bersih, ramah, recommended buat yang traveling sekedar istirahat.",2 years,Bobopod Dago Bandung,"nyaman, bersih, ramah, recommended buat yang traveling sekedar istirahat."
Idfi P,5.0,"Superb! Clean, hightech, cheap (under IDR 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room. ||||Althought there's silence hours (21.00-07.00) still I could hear voices. So, you might need to …",2 years,Bobopod Dago Bandung,"superb! clean, hightech, cheap (under idr 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room. |althought there's silence hours (21.00-07.00) still i could hear voices. so, you might need to …"
Idfi Pancani,5.0,"Superb! Clean, hightech, cheap (under IDR 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room.

Althought there's silence hours (21.00-07.00) still I could hear voices. So, you might need to have ear plugs especially for those you are too sensitive to voices. But, I love the idea of natural sound effect and light setting based on our mood on our capsule. Brilliant.

Just, a suggestion for those who have problem with weight and steps, you'd better book the earth type not the sky one.

If you have the tendency of claustrophobia, this might not be suitable for you. Or at least, book the double type.

As the capsule is tiny and there's no locker for bags, do not bring along big suitcases.

During pandemic, travelers must show the prove of vaccine covid-19.

And, install the bobobox apps prior to check in.

Oh ya, ruangannya ga kedap suara, jadi meskipun ada jam tenang dari jam 21.00 - 07.00, tetep bisa kedenger bunyi-bunyi dari capsul tetangga. Bawa ear plug kalo aga sensitif sama noise. Dan, kalau mau kentut jangan terlalu ekspresive! Lol.

Over all, a great experience and would love to come back.",2 years,Bobopod Dago Bandung,"superb! clean, hightech, cheap (under idr 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room.  althought there's silence hours (21.00-07.00) still i could hear voices. so, you might need to have ear plugs especially for those you are too sensitive to voices. but, i love the idea of natural sound effect and light setting based on our mood on our capsule. brilliant.  just, a suggestion for those who have problem with weight and steps, you'di better book the earth type not the sky one.  if you have the tendency of claustrophobia, this might not be suitable for you. orang at least, book the double type.  as the capsule is tiny and there's no locker for bags, di not bring along big suitcases.  during pandemic, travelers must show the prove of vaccine covid-19.  and, install the bobobox apps prior to check ini.  oh ya, ruangannya enggak kedap suara, jadi meskipun ada jam tenang dari jam 21.00 - 07.00, tetap bisa kedenger bunyi-bunyi dari capsul tetangga. bawa ear plug kalo aga sensitif sama noise. dan, kalau mau kentut jangan terlalu ekspresive! lol.  over all, a great experience and would love to come back."
Ayudia D,5.0,"Bersih, nyaman, tenang, loveee",2 years,Bobopod Dago Bandung,"bersih, nyaman, tenang, love"
rina rahmawati,5.0,"Bersih, hygienis, nyaman buat tidur & kerja di dalam kamar.",2 years,Bobopod Dago Bandung,"bersih, hygienis, nyaman buat tidur & kerja di dalam kamar."
Nabila Putri Damayanti,4.0,"Bersih, nyaman, bluetooth speaker sempet susah connect tp setelah direset sama staffnya baru bisa. Worth the price",2 years,Bobopod Dago Bandung,"bersih, nyaman, bluetooth speaker sempat susah connect tapi setelah direset sama staffnya baru bisa. worth the price"
Khairani Hazrati,5.0,"Clean, simple yet sangat nyaman untuk long stay. Really recommended",2 years,Bobopod Dago Bandung,"clean, simple yet sangat nyaman untuk long stay. really recommended"
devi karina damayanti,5.0,"Kalau mau menginap disini lebih baik memesan 1 minggu sebelum.. saya biasanya langsung memesan lewat aplikasi bobobox.. mudah dan banyak diskon nya.. harga termurah yg pernah saya dapat untuk pods single itu di 64K.. Selalu memilih pods tipe sky.. Tapi kalau mengajak anak2 menurut saya lebih baik memilih yg earth, karna yg sky lumayan tinggi untuk naik ketempat tdrnya.. saya pernah jg mencoba bobobox yg di alun2 bandung.. tapi memang yg di dago yg paling ok menurut saya.. karena kamarnya tdk berbau seperti di bobobox alun2.. kamar mandi bersama, tapi bersih, ada sabun, sampo dan hairdryer.. di ruang makan tersedia dispenser & mikrowave.. pas bgt buat bikin popmie.. sudah tersedia handuk jg.. untuk sikat gigi & odol bisa request ke karyawannya / bisa jg request dari aplikasinya.. nanti diantar ke kamar gratis.. 👍",2 years,Bobopod Dago Bandung,"kalau mau menginap disini lebih baik memesan 1 minggu sebelum.. saya biasanya langsung memesan lewat aplikasi bobobox.. mudah dan banyak diskon nya.. harga termurah yang pernah saya dapat untuk pods single itu di 64k.. selalu memilih pods tipe sky.. tapi kalau mengajak anak-anak menurut saya lebih baik memilih yang earth, karena yang sky lumayan tinggi untuk naik ketempat tdrnya.. saya pernah juga mencoba bobobox yang di alun2 bandung.. tapi memang yang di dago yang paling ok menurut saya.. karena kamarnya tidak berbau seperti di bobobox alun2.. kamar mandi bersama, tapi bersih, ada sabun, sampo dan hairdryer.. di ruang makan tersedia dispenser & mikrowave.. pas banget buat bikin popmie.. sudah tersedia handuk juga.. untuk sikat gigi & odol bisa request ke karyawannya / bisa juga request dari aplikasinya.. nanti diantar ke kamar gratis.. 👍"
Tegar Pangesti Mahardika,5.0,Gak terlalu jauh dari stasiun.. tempatnya bersih nyaman.. deket situ juga ada yg jual soto buat sarapan👍🏻👍🏻👍🏻 …,2 years,Bobopod Dago Bandung,enggak terlalu jauh dari stasiun.. tempatnya bersih nyaman.. dekat situ juga ada yang jual soto buat sarapan👍🏻👍🏻👍🏻 …
Muhammad Rozy Lubis,5.0,Nice & comfy. Very clean. Great staycation for travelers.,2 years,Bobopod Dago Bandung,nice & comfy. very clean. great staycation for travelers.
Aghnia Ilmi,5.0,This place is definitely going to be my utmost favorite!!! We enjoyed our stay in bobobox so much! The staff were very fast and hospitable! There were so many spots to take pictures and everything was EXTREMELY CLEAN. Loved it! Will certainly visit bobobox again!!! Thank you!,2 years,Bobopod Dago Bandung,this place is definitely going to be my utmost favorite! we enjoyed our stay ini bobobox so much! the staff were very fast and hospitable! there were so many spots to take pictures and everything was extremely clean. loved it! will certainly visit bobobox again! thank you!
Tia Helmita,5.0,"Bersih banget tempatnya, pelayanannya juga baik",2 years,Bobopod Dago Bandung,"bersih banget tempatnya, pelayanannya juga baik"
Daniel Jensen,5.0,Super neat capsule hotel with king-size bed smack bang in the middle of town. Very convenient when all you need is some shut eye and nothing else.,2 years,Bobopod Dago Bandung,super neat capsule hotel with king-size bed smack bang ini the middle of town. very convenient when all you need is some shut eye and nothing else.
Try Juandha,5.0,"location is very strategic, the security is very kind and helpful. For basic amenities this place has it all with affordable price. The pods condition is very clean, bathroom clean and comfortable to use. They provide small pantry for water refill and hot water. Available small musholla for muslims. Pleas bring your own safe kit equipment and respect others when  visiting the place.",2 years,Bobopod Dago Bandung,"location is very strategic, the security is very kind and helpful. for basic amenities this place has it all with affordable price. the pods condition is very clean, bathroom clean and comfortable to use. they provide small pantry for water refill and hot water. available small musholla for muslims. pleas bring your own safe kit equipment and respect others when  visiting the place."
Shintaries Nijerinda,5.0,"Lokasinya strategis banget di dago. Deket kemana mana. Walo bentuknya box kecil, tetep nyaman dan bisa tidur enak. Bebas pilih bed, mau yang sky atau earth. Oia semua pake teknologi ya, jadi siapin appsnya.",2 years,Bobopod Dago Bandung,"lokasinya strategis banget di dago. dekat kemana mana. walo bentuknya box kecil, tetap nyaman dan bisa tidur enak. bebas pilih bed, mau yang sky atau earth. oia semua pakai teknologi ya, jadi siapin appsnya."
harisars,5.0,"sebelum kesini download apps bobobox dulu untuk akses masuk dan kunci
tempatnya bersih dan nyaman! Agak hati hati aja kepala nya kepentok bangun tidur
Ada tipe earth di bawah dan sky di bagian atas dengan beda akses pintu masuk
toiletnya bagus bersih dan nyaman
tempat parkir oke buat motor tapi terbatas buat mobil
Ada musola, area makan, dan menjual beberapa makanan dan minuman seduh",2 years,Bobopod Dago Bandung,"sebelum kesini download apps bobobox dulu untuk akses masuk dan kunci tempatnya bersih dan nyaman! agak hati hati saja kepala nya kepentok bangun tidur ada tipe earth di bawah dan sky di bagian atas dengan beda akses pintu masuk toiletnya bagus bersih dan nyaman tempat parkir oke buat motor tapi terbatas buat mobil ada musola, area makan, dan menjual beberapa makanan dan minuman seduh"
Ayi Saepulbahri,3.0,Nice place,2 years,Bobopod Dago Bandung,nice place
Juju R,5.0,👌🏼 …,2 years,Bobopod Dago Bandung,👌🏼 …
Maryana Yana,5.0,"Bagus,nyaman, touletnya bersih",2 years,Bobopod Dago Bandung,"bagus,nyaman, touletnya bersih"
ariniOwL Galih,5.0,"Baru kali ini tempat capsul wangi, bersih banyak cctv, kamar mandi cewe cowo di pisah jauh jaraknya, kamar mandi nya banyak bersih space capsulnya juga luas  ada cerminnya juga lagi oh rak sepatunya selalu di strerilin saat ganti tamu, kalau dapet capsul bawah capsul atas nggak terdengar gaduh",2 years,Bobopod Dago Bandung,"baru kali ini tempat capsul wangi, bersih banyak cctv, kamar mandi cewek cowok di pisah jauh jaraknya, kamar mandi nya banyak bersih space capsulnya juga luas  ada cerminnya juga lagi oh rak sepatunya selalu di strerilin saat ganti tamu, kalau dapat capsul bawah capsul atas enggak terdengar gaduh"
