nama,bintang,komentar,Waktu,Place name
Beta Priatmaja Putra,5.0,,2 months,Bobopod Alun Alun Malang
Nopa Fatih,5.0,,2 months,Bobopod Alun Alun Malang
Ananda Putra Prihady Setyawan,5.0,Nyamann polll pokoknya pasti balik lagi nginep kesini,2 months,Bobopod Alun Alun Malang
Rikzan Failani,5.0,,3 months,Bobopod Alun Alun Malang
Erif Triandari,5.0,"lokasinya sangat strategi, depan alun alun pas. sampingnya kantor pos dan mixue. jadi kalau mau njajan gampang disini.
kamarnya high tech banget, akses buka pintu harus pake QR Code yang sudah terintegrasi di aplikasi HP. jadi kita gaperlu bawa bawa kunci. tinggal scan, apapun bisa.",3 months,Bobopod Alun Alun Malang
Hari Catur Prasetyo,4.0,ramah...,3 months,Bobopod Alun Alun Malang
Syahrul Nur Ahmad,3.0,,3 months,Bobopod Alun Alun Malang
Gy Store,5.0,,3 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,"The place is clean and comfortable. The location is good, it takes 10-15 minutes by motorcycle to the kajoetangan streets. 24 hours receptionist is a must for the travelers and they afford it. Nice for all",3 months,Bobopod Alun Alun Malang
elok farida,4.0,"Lokasinya strategis banget di alun-alun selatan Malang. Dibawah ada food court, Mixue dan banyak pedagang kaki lima juga. Suasananya ramai tapi kebisingan diluar tidak sampai masuk ke area pod. Hanya saja memang dari lorong ke pod suaranya masuk. Jadi langkah kaki orang, suara buka tutup pintu dan suara tetangga atas, samping, depan pod yang sedang ngobrol atau mendengarkan musik sampai terdengar ke pod kita. Tapi karena saya bukan tipe yang tidak terlalu sensitif dengan suara suara saat tidur jadi masih cukup nyaman untuk saya menginap di Bobopod ini. Saya dapat harga 150 ribuan untuk pod kapasitas 2 orang sudah include sarapan/sahur untuk dua orang. Menunya nasi uduk/nasi kuning. Tapi karena saya solo traveling dan kebetulan makan malamnya terlambat jadi saat sahur tidak ambil makanannya karena masih kenyang dan agak malas keluar untuk makan menuju ke ruang komunal. Oh iya, diperbolehkan membawa makanan ke pod hanya untuk disimpan saja. Tidak boleh dimakan di dalam pod. Makanan bisa dimakan di ruang komunal. Space cukup luas dan bersih.",3 months,Bobopod Alun Alun Malang
Dwi Indah Wulandari,5.0,,3 months,Bobopod Alun Alun Malang
Cak Dera,5.0,,3 months,Bobopod Alun Alun Malang
Vini Salma Fadhilah,4.0,"Dari beberapa Bobopod yang pernah saya gunakan, yang di Alun-Alun Malang ini cukup nyaman. Ada balkon yang menghadap Alun-Alung Kota. Kalau pagi-pagi suasananya nyaman untuk membaca buku dan meminum teh.",4 months,Bobopod Alun Alun Malang
Dedy Boy,4.0,,4 months,Bobopod Alun Alun Malang
짱준이,5.0,"Kapsul hotel ternyaman! Sebelumnya pernah di kamar double, ternyata kamar single juga nyaman. Cuma harus hati2 aja pas naik turun kasur, soalnya agak tinggi. Kamar mandi meskipun umum, tapi selalu bersih dan wangi. Dapet breakfast cereal dan susu. Di kamar ada speaker yg bisa connect ke hape atau tab, jadi oke banget buat nonton drakor. Nyaman banget kalo cuma buat istirahat pas main ke Malang",4 months,Bobopod Alun Alun Malang
rafli ronaldi,5.0,,4 months,Bobopod Alun Alun Malang
Achmad Daru,5.0,,4 months,Bobopod Alun Alun Malang
Kanzrider gemink,4.0,"Buat harga 250 untuk double bed  ini udh lumayan dan lokasinya pas depan alun² malang, jadi bs sekalian keliling di alun alun nya. breakfast dapat 2 free bisa pilih roti atau sereal sesuai keinginan masing masing",4 months,Bobopod Alun Alun Malang
Gita Putri Panjaitan,5.0,,4 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Good hotel, good experience, good price, good service, thankyou",4 months,Bobopod Alun Alun Malang
Arif Abdiansah,1.0,"Hotel harga 250 dapet tidur di box, 😂😂 klo buat pengalaman ok, tp harga segitu di indonesia banyak hotel2 yg lebih baik dpet perkamar, terutama ini di malang banyak hotel bintang 3 juga dah dpet, apalagi sekelas reddorz dan sejenisnya, ingat yaa yg pengen istrahat berkualitas jangan nginep di hotel ginian, karena apa???  banyak macam tamu yg bakalan menemani kalian se dorm itu, typikal berisik sampe subuh pun ada, suara lalu lalang org2, suara pintu buka tutup yg kadang gak ngotakk sma sekali berisiknya, 😂😂 klo saya buat 250 mending pilih hotel yg dpet kamar beneran, wkwkwkwkw",4 months,Bobopod Alun Alun Malang
Nizar Akbar Meilani,5.0,,4 months,Bobopod Alun Alun Malang
Zavira Patricia,5.0,"Murah, aman, nyaman",4 months,Bobopod Alun Alun Malang
M Sufi_ Cooking,5.0,"Nginp di Bobobox udh langganan. Dari di jakarta daerah Juanda, sampe ke Bandung, Malang, Solo, Jogja, dan Semarang. Nginap di Bobobox Malang rasanya nyaman banget, tenang, dan aman. Kamar bersih, kamar mandi bersih juga, ac dingin banget. Walopun hrg terjangkau tapi kualitas nginap disini ga murahan guyss !!
Utk akses masuk kamar dan keluar pake Scan Barcode jadi aman deh di jamin 👍",4 months,Bobopod Alun Alun Malang
Fitria Indriani,1.0,"Baru pertama inep di bobopod lewat 5 menit jam checkout langsung dimatiin semua tanpa diketok dulu. Selama di jakarta ga pernah ngalamin kaya gitu, bahkan pernah dikasih toleransi waktu maksimal jam1 co nya untuk zuhuran dulu",5 months,Bobopod Alun Alun Malang
Pypy,2.0,"Mau cobain gimana sih rasanya tidur di hotel kapsul. Ternyata pengalaman pertama cukup traumatik buat saya. Dan akhirnya mutusin cukup sekali saja.

Setelah baca review saya memang sudah prepared ut kebisingan jalanan yg dekat dengan alun2. Tapi ternyata saya kebrisikan dengan tetangga depan kamar yang sampai jam 2.30 pagi masih ngobrol. Like literally ngobrol dengan suara normal, padahal ada jam tenang 9 malam - 7 pagi. Anaknya yang kecil teriak2 gak karuan.
Sudah gitu tamu di pod bawah bolak balik buka tutup pintu ngasal, dan mungkin ada gangguan sama colokannya bikin berisik banget ampun.

Saking terganggunya saya sampai 2x chat host, telpon, dan tegur langsung, tetap gak ngaruh.

Kualitas built in pod nya juga gak gitu kedap sih.

Saran:
- Bobopod musti buat aturan tegas soal ini. Jangan mengabaikan hak penghuni lain untuk beristirahat. Bisa saja ada aturan yg berisik, kena tegur 3x langsung diusir.
- Jangan terima tamu yg bawa toddler atau rombongan keluarga.
- Satpam dan atau karyawan lain jangan merokok dipintu masuk. Ganggu banget.",5 months,Bobopod Alun Alun Malang
Recky - UNESA,5.0,,5 months,Bobopod Alun Alun Malang
Heyou Nuka,5.0,"- Strategis banyak jajanan, 2 hari disini kenyang di mana2 jualan makanan dan murah2 enak lagi aku suka
- Gak akan dehidrasi karena dispenser di mana2
- Air panas di shower agak kureng karena pas lagi mandi air tiba2 dingin atau nanti tiba2 panas banget wkwk
- Communal area nya luas dan banyak bangku nya bisa makan sambil liat orang2 activity di alun2 malang
- Breakfast dari jam 7 sampai 10 pagi
- Serba scan, kemana2 harus bawa hp karena scan2 pakai hp
- Ngomong jangan kenceng2 di pod, berisik nanti kedengeran sama tetangga
- Pegawai semua responsif dan tanggap, sat set
- Kalau bawa kendaraan bisa free parking, tinggal minta stempel di receptionist, ada storage buat helm juga nanti bilang sama bapak security
- Kalau panggang roti jangan lama2, jangan nunggu sampe teng naik ke atas, nanti gosong
- Abis pakai piring atau alat makan coba di cuci mandiri yaa, males banget liat orang yang abis pake cuma di taro di wastafel atau yang abis makan sampah makanannya di biarin aja di atas meja padahal tong sampah banyak di mana2 mager banget sih wkwk
- Ada musholla, toilet juga pisah cewek cowok jadi aman, closet dan shower terpisah tapi tolong dong yang pakai toilet bener2 di perhatiin sampai bersih baru keluar, sama kalau habis pakai hair dryer terus rambutnya rontok jangan malah rambutnya di buang di wastafel atuh 🫠
- Sejujur nya banyak banget peraturan di sini yang berbahasa inggris jadi mungkin banyak yang tidak mengerti ya sehingga ada beberapa yang di langgar, seperti meletakkan sendal di rak sepatu ketika sedang memasuki toilet, namun tentu nya sangat bisa bertanya kepada para staff jika tidak mengerti 👌
- Jujur sih gambar orang2 di tembok itu awal2 ngagetin aku apalagi pas tengah malem ke toilet sendiri sepi, kayak tiba2 liat ada orang berdiri jadi takut
- Alat coffee to go nya keren lebih otomatis dari yang aku temui di bobobox jakarta 👍🏻",5 months,Bobopod Alun Alun Malang
Inas Anisah,5.0,"toiletnya bersih, kering, wangi. ga dikasih sikat gigi dan odol. tapi free sabun 3in1 lifeboy, lumayan.
dispenser yg di communal space airnya panas semua.
ruangannya ga kedap suara.",5 months,Bobopod Alun Alun Malang
DetOl X,5.0,Gacha disini wangi.,5 months,Bobopod Alun Alun Malang
Reza Aulia,4.0,"AC nya buat sy pribadi masih kurang dingin walau sudah disetel max, pas tetangga samping & bawah nutup pintu ngagetin banget, pas enak2 tidur jadi kebangun2, ya krn kompromi material ya, mungkin bisa dishare aturan tambahan ke pengunjung yg nginap kalau pas nutup pintu harus yg halus. Peredaman ruangannya agak kurang, sisanya top sih, bersih & very good .",5 months,Bobopod Alun Alun Malang
Syamsul Arifin,5.0,,5 months,Bobopod Alun Alun Malang
Hanif Caesarrio,4.0,,5 months,Bobopod Alun Alun Malang
Ronny Bambang Suyanto,4.0,,5 months,Bobopod Alun Alun Malang
Felia Nuvria Sari,5.0,"TIPS :
1. Pilih tipe pod yang bawah /earth yang double karena ukuran cukup luas dan gak harus manjat dulu tiap mau istirahat.
2. Meskipun ada selimut, bawa jaket karena di dalem pod yang selalu tertutup dan kontrol AC yang nggak begitu kasih impact.
3. Karena barcode gabisa di ss dan segala akses harus buka apk, kadang cukup lama saat load prefer foto pake ponsel lain lalu save galeri. Atau segera buka brcode sebelum di depan pintu krna ckup bkin antri yg lain.

Honest Review:

Fasilitas 5/5
Setiap pod memberi kesan terbaik dgn fitur canggihnya, toilet selalu bersih meskipun sharing, ada refill air putih juga, mushola lengkap dengan mukena sajadah sarung dan tempat wudhu.

Layanan 5/5
Staff ramah, sabar, tanggap, dan baik bgt helpfully

Kenyamanan 4/5
Kasur emang lumayan keras tapi so far masih bisa tidur, AC tetep dingin parah meskipun kontrol di atas udah ditutup ,dan cukup noise antar pod sky dgn earth.",5 months,Bobopod Alun Alun Malang
Mutiara Jeanny Clarette,4.0,,5 months,Bobopod Alun Alun Malang
Rhavi HR (Aztharis),5.0,"Pelayanan ramah, tempatnya sangat bersih dan rapi, wifi lancar (jika tidak dalam keadaan full booked).

Ruangannya cukup kedap suara, tempat parkir luas.",5 months,Bobopod Alun Alun Malang
Dhaneca Cacsana,5.0,,5 months,Bobopod Alun Alun Malang
yulius tri hartono,4.0,,5 months,Bobopod Alun Alun Malang
beruang selalu,4.0,"Bobopod alun-alun malang, jawa timur. Penginapan dengan konsep kapsul, kamar mandi dan ruangan komunal makan bersama. Air panas untuk mandi stabil, kamar mandi bersih dan air galon isi ulang selalu ada. Parkiran luas bisa untuk kendaraan roda dua dan empat. Untuk penginapannya lantai 2, untuk backpacker dan yang masih kuat naik tangga.",5 months,Bobopod Alun Alun Malang
Zahra Khairani,5.0,"First impression dan first experience pakai bobobop/bobobox sangat memuaskan!
Terutana pelayanannya yang sangat membantu dan menjelaskan dengan detail apa yang harus diperhatikan saat di dalam room maupun melakukan apapun
Tidak perlu menanyakan mengenai peralatan mandi, staff langsung menawari perlu atau tidak diberikan alat mandi (sikat gigi+odol)
Handukpun sudah tersedia di room
Untuk fasilitas kamar mandi juga samgat bersih! Saya suka, walau kamar mandi umum tapi dijaga dengan baik kebersihannya
Untuk roomnya pun cantik, bisa mendengar suara sungai maupun suara di hutan untuk membantu tidur lebih nyenyak dan lampu yang bisa diatur warna nya memberikan kesan lebih nyaman di room
Untuk makan dan minum sangat bagus karena menghadap langsung ke alun-alun malang
Pengalaman yang menyenangkan dan pasti akan jadi pilihan saya untuk menginap lagi jika ke malang karena tempatnya strategis untuk pergi ke manapun.
Terima kasih!!",5 months,Bobopod Alun Alun Malang
Bayu Yudhistira,5.0,,6 months,Bobopod Alun Alun Malang
M Irham Fathoni,5.0,"Tempatnya overall oke. Parkiran mudah dan cukup luas meskipun peak season. Cuman waktu kesana check in nya sedikit agak lama tapi wajar karena saya berkunjung saat high season. Tempatnya sangat bersih dan rapih. Nyaman dan hening juga. Paling suka dengan kebersihan kamar mandinya. Good job. Cuman kasurnya agak kurang empuk. Tapi overall good experience banget. Karena public areanya luas, langsung menghadap alun alun dan cozy banget",6 months,Bobopod Alun Alun Malang
Maulan Ayu,5.0,"Lokasinya berada di tengah kota. Tepat di sebelah selatan Alun-Alun Malang. Pilihan yang tepat untuk menginap disini karena lokasi berdekatan dengan Masjid Jami', Gramedia, Kayutangan, Mall Olympic Garden, Balai Kota, Stasiun Kota Baru.
Untuk pelayanan, sangat baik. Petugas memberikan pengarahan dengan jelas.
Untuk kamar, bersih, aman, nyaman. Karena, menggunakan sistem QR code pada aplikasi bobobox si penginap.
Penggunaan QR Code untuk membuka loker penyimpanan sepatu, karena kita harus menggunakan sandal yang sudah disediakan. QR Code juga digunakan untuk membuka pintu utama dan membuka pintu pod kamar.
Saat itu saya memesan Double Earth, jadi kamar saya ada di bagian bawah. Tidak terdengar bising walaupun antar pod sangat dekat. Ketika memasuki pod kamar, amaze bgt karena teknologi yang digunakan bobobox canggih untuk aku yang pertama kali nyoba kesini. Ada tab khusus untuk mengatur penerangan cahaya, pemilihan warna lampu, bisa menyambungkan youtube dengan aplikasi di handphone, free wifi yang kenceng banget. Betah sih.
Kamar mandi, bersih dan banyak. Tempat buang air dan tempat mandi disendirikan. Jadi lebih nyaman.
Ada free refill air mineral, ada komunal space untuk kita sekedar menikmati lalu lalang orang dan kendaraan, untuk makan juga bisa.
Disamping bobobox terdapat outlet mixue dan pujasera.",6 months,Bobopod Alun Alun Malang
S karin,4.0,"Tempatnya bersih, dingin. Kamarnya kecil tapi cukup nyaman kalau hanya untuk istirahat. Ada communal space untuk yg ingin merokok dan makan. Lokasinya cukup strategis. Kamar mandinya bersih tapi kadang licin di bagian shower.

Di sini memang cocoknya untuk istirahat saja, karena untuk privasi tidak begitu terjaga, bisa mendengar suara dari luar kamar.",6 months,Bobopod Alun Alun Malang
Andry Andry,3.0,Bawa 1 tas backpack..mau titip tidak bisa alasan sudah penuh..,6 months,Bobopod Alun Alun Malang
Salsabila Al-Qibtya,5.0,"Bersih, lokasinya ideal, resepsionisnya ramah sekali. Sayang kasurnya agak mendelep di tengah, kemarin saya dapat yang single earth. Bintang 4 dulu ya",6 months,Bobopod Alun Alun Malang
Nathalie J,4.0,"Pelayanan baik, ramah. Untuk kamarnya bersih rapi, bonusnya pagi dapat sarapan roti. Pemandangan langsung ke alun alun malang",6 months,Bobopod Alun Alun Malang
Saiful Jihad,5.0,Kalo kesini bawa selimut soalnya dingin bangettt kak,6 months,Bobopod Alun Alun Malang
Ardyan Syafaat,5.0,Seperti biasa standart bobobox dengan ruang fasilitas yang bersih.. dekat dengan tempat makan. Hanya saja space parkir mobil terbatas ya. Biaya parkir mobil 5rb flat.,6 months,Bobopod Alun Alun Malang
Bryan Rizaki,4.0,,7 months,Bobopod Alun Alun Malang
Rehan Al-Junayd,5.0,"Recommended bagi yang kepepet butuh penginapan, bagus banget toilet bersih nyaman , kamar bersih",7 months,Bobopod Alun Alun Malang
eka santhika,4.0,"Bersih, nyaman, cuma kasur aja ngga empuk. Dan ahirnya menemukan hack biar ac nya ga dingin bgt, puter buletan di bagian atas, hoho, krn acnya emg sedingin ituuh. Selimutnya enaak empuk anget. Bantal enak jg ga ketinggian ngga kelembekan. bisa dpt speaker tmbhn buat dengerin musik atw nntn dg nyambungin bluetooth ke speaker di pod.

Kamar mandi jg salurannya perlu dilakukan sesuatu de biar ngga bau kecoa. Mbak2 yg jaga km mandi sigap bgt bersih2 krn kdg customer suka menyisakan hal2 mengejutkan di km mandi dan toilet.

Tmpt makan okeh kece, soalnya ada colokan di tiap meja. Colokan is lyfe.",7 months,Bobopod Alun Alun Malang
骑猪的小二胖,4.0,"It's good, but it's troublesome to download the app. Everything requires a QR code. The sound insulation is very poor. There are always some who are not good quality.",7 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,"Good hotel, good experience, good service, good price, thankyou",7 months,Bobopod Alun Alun Malang
Robet Alfiansyah,5.0,,8 months,Bobopod Alun Alun Malang
Pertiwi Sapta,3.0,"Berisik sekali, sudah komplain tapi tidak ada tindakan dari penjaga. Lagian aneh banget, ada banyak bagian lain yang kosong, tapi saya ditempatkan di daerah yg penuh orang. Mungkin ini bisa jadi target penertiban untuk operasi/razia pasangan zina oleh polisi/masyarakat setempat.

Sebetulnya jika tanpa pasangan tak bersurat nikah yg nginep disini, tempatnya oke dan bersih.",8 months,Bobopod Alun Alun Malang
Sipi Rili,1.0,"Tempatnya bersih sih, tapi pod ngga kedap suara dan banyak yang berisik.",8 months,Bobopod Alun Alun Malang
Thania Saraswati,5.0,,8 months,Bobopod Alun Alun Malang
Kaisar Fauziansyah,5.0,,8 months,Bobopod Alun Alun Malang
Yoca Pratama,5.0,"Cocok bagi budget traveler. Lokasi sangat strategis, dekat dengan toko ice cream dan alun-alun. Banyak makanan tersedia di sekitar. Free parking. Ada communal area yang lengkap dengan fasilitas microwave, peralatan makan, dan air minum gratis. Sangat recommended.",9 months,Bobopod Alun Alun Malang
Rishabh Jain,2.0,,9 months,Bobopod Alun Alun Malang
shendy almira,5.0,"Untuk harga yang terjangkau bo bo box pilihan tepat menginap untuk solo traveler. Cabin nyaman pencahayaan sound system baik, kamar mandi bersih Dan nyaman.",9 months,Bobopod Alun Alun Malang
Anonim Mous (Scorpion king),5.0,pelayanan bagus. receptionis dan satpamnya ramah dan baik. dibantuin kalau butuh sesuatu. kamar juga enak kyk kandang ayam tp bintang 5,9 months,Bobopod Alun Alun Malang
Angela Debrina,5.0,,9 months,Bobopod Alun Alun Malang
Léna C.,1.0,"We made the wrong reservation and booked in another Bobobox because the names in the description are not complete and are confusing, no action from the staff or refund when we realized our mistake 5 minutes later, they just laughed ! Very unpleasant service, and bad experience plus these hotels are very noisy",9 months,Bobopod Alun Alun Malang
Alejandro Sotodosos,1.0,"This hotel name is the same than other in Bandung. This is confusing people who booked and then these guys do not refund money. Also this is too cold inside the room and doors are making lot of noise, very noisy and clapping doors all night. Not easy to sleep.",9 months,Bobopod Alun Alun Malang
FERLY ANGKOT MALANG,5.0,,9 months,Bobopod Alun Alun Malang
Fajar Setiyawan,4.0,👍👍👍👍,9 months,Bobopod Alun Alun Malang
Yusuf Ariq,5.0,,9 months,Bobopod Alun Alun Malang
V A,4.0,"lokasi strategis, fasilitas lengkap dan bersih. hanya saja kita perlu bawa hp (untuk scan qr code) kemanapun kita pergi di seluruh fasilitas penginapan (termasuk kalau saat akan ke toilet mengingat tempat ini menggunakan shared bathroom)",9 months,Bobopod Alun Alun Malang
Shibghotulloh Akmal Mujaddidi,5.0,,9 months,Bobopod Alun Alun Malang
welly padja,4.0,"Well it isn't ok sounds proof.
when I was staying room above me where so noisy.. after midnight and Early morning..

But
Easy check in / out using mobile phone is a must
the bed is comfortable.
Room's intertaintmet good.
Toilet are clean
They have Mushola
And public space for chatting and eating.
Water dispenser easy to find.
FD helpful. And overall the experience is 3 out of 5. Except the noisy neighbors.",9 months,Bobopod Alun Alun Malang
Rianthie Hanazk,5.0,I am completely satisfied with this hotel. Surely I'll come back when I am doing another solo trip.,9 months,Bobopod Alun Alun Malang
Muhammad Ihsan Fatawa,5.0,,10 months,Bobopod Alun Alun Malang
Andinirc,5.0,"Tempat strategis, kamar mandi bersih, tempatnya nyaman.",10 months,Bobopod Alun Alun Malang
halim mohamed,5.0,"No comment, everything is the best",10 months,Bobopod Alun Alun Malang
Tri Puspitasari,4.0,,10 months,Bobopod Alun Alun Malang
Aji Susilo,5.0,"Kamar nyaman walau kelihatan sempit tapi cukup kok, sayangnya tidak kedap suara. Kamar mandi bersih.",10 months,Bobopod Alun Alun Malang
Mozes Setiyono,1.0,"Check-in seharusnya bisa lebih awal karena kasihan orang-orang yang sudah sampai Malang pagi hari. Orang sudah datang jauh-jauh dan ingin istirahat eh belum bisa masuk kamar. Mau titip tas dulu tapi dibilang tidak menerima titipan tas dan tidak bertanggungjawab atas kehilangan barang. Kalau mengusir tamu yang belum kembali ke hotel sampai jam 12 siang, langsung gerak cepat.",10 months,Bobopod Alun Alun Malang
Vanady Michael,5.0,"bobobox mah pilihan yang gapernah salah buat nginep sendirian, worth it banget trus pelayanan nya juga oke, wajib cobaaa apalagi harga juga lumayan bersahabat",10 months,Bobopod Alun Alun Malang
Afifah Retno Utami,5.0,,10 months,Bobopod Alun Alun Malang
MTB Indo,5.0,,10 months,Bobopod Alun Alun Malang
Agus Winarto,5.0,"Mantap,.lokasi strategis,.",10 months,Bobopod Alun Alun Malang
Rahmat Syahfiudin,5.0,,10 months,Bobopod Alun Alun Malang
rendi prasetya,5.0,,10 months,Bobopod Alun Alun Malang
surya hadinata,5.0,"Ini merupakan kapsul hotel terbaik menurut pengalaman saya, kamar ada meja, desain bagus dan menarik. Fasilitas cukup lengkap dan bersih. Lokasi sangat strategis di depan alun alun dan banyak kuliner di area hotel. Sangat puas menginap di bobobox malang ini",10 months,Bobopod Alun Alun Malang
Shirly Stephanie,4.0,,11 months,Bobopod Alun Alun Malang
Martijn Laffort,5.0,"Rooms are a bit small but you don't pay a lot for a night. Everything is clean and well-organised. You do have to download an app before you can check in, this is a bit of a hassle but once you have your account it works smooth!",11 months,Bobopod Alun Alun Malang
Taufik Zulhaerin,5.0,Mantab murah,11 months,Bobopod Alun Alun Malang
Rianaco,5.0,"Bersih, tenang, nyaman, gak harus *5 ha....ha (itu namaya ngirit)........staff jg ramah",11 months,Bobopod Alun Alun Malang
Donny Sabri Ashari,5.0,"Pengalaman pertama nginep di hotel kapsul. Walaupun badan saya lebar tapi masuk ke kamar single bed gak kesusahan kok gaes, hehe. Oh iya ada air galon di ruang komunal yang asyik buat makan dan ngobrol ria, tapi waktu itu lagi nugas sih xixixi 😅.

Buat tidur nyaman banget dan selama tidur tidak terganggu sama suara dari luar karena kamar kedap suara. Tiap di area hotel wajib bawa HP buat scan barcode, mungkin agak ribet karena kalo bawa barang banyak harus buka HP dulu.

Buat WCnya tidak tersedia selang bidet, jadi agak kesusahan buat membersihkan area yang tidak terjangkau. Tersedia handuk dan sikat gigi buat mandi, awalnya ngira gak ada air hangat, eh ternyata ada akhirnya sering mandi dan gak khawatir sama rambut basah karena ada hair dryer.

Kapan-kapan kalo ke Malang bakal milih Bobobox lagi deh. Oh iya dapet voucher Bobocabin pas checkout, cuma sayang belom berkesempatan kesana.",11 months,Bobopod Alun Alun Malang
Gabby —-,5.0,,11 months,Bobopod Alun Alun Malang
Muhammad Adrian,5.0,"It's good, you can come here once a month",11 months,Bobopod Alun Alun Malang
Monica Graselia,3.0,"Baru pertama kali nginap di bobobox, kamar nya kecil tapi enak juga, saran saya ambil yang diatas, karena kalau yang dibawah, takutnya berisik sama yang diatas dan terdengar jelas tapak kaki orang-orang. Kamar mandinya bagus, bersih, dan ada banyak jadi gak perlu antri. Cuma hair dryer nya suka mati baru dipake beberapa menit. Lokasi bagus banget, persis di seberang alun-alun malang di pusat kota, kemana-mana dekat. Tempat tidur nyaman juga.

Yang saya paling gak suka disini adalah, berisik. Suara orang di luar yang berbicara, berjalan, geret koper, buka-tutup pintu, kedengeran banget, dan suara nya kenceng banget. Saya gak bisa tidur disini, karena baru mau tidur selalu saja ada suara, padahal sudah ditulis quiet time, tapi gak ngaruh tuh sama tamu disana, gak ada yang negur juga. Apalagi buka tutup pintu nya, berisik banget, harusnya sekelas bobobox, pintu nya gak berisik pas ditutup dan dibuka, ini kenceng bangett bahkan udah pelan-pelan, pintunya tetep berisik, brak brak brak brak suaranya kayak dibanting, buset, gimana mau tidur. Mana 1 ruangan semua kamar kapsul digabung ada 60-an, semua yang buka tutup pintu berisik banget jadinya. Harusnya dipisah gitu per kamar kayak hostel lain, jadi gak terlalu berisik semuanya.",11 months,Bobopod Alun Alun Malang
suhiman al jubaedi,5.0,"Tempat nya sangat strategis. Di pusat kota, dekat stasiun kota malang, alun2, dan tempat ibadah. Kamar dan kamar mandi bersih dan nyaman.",11 months,Bobopod Alun Alun Malang
khurram tausif,5.0,,11 months,Bobopod Alun Alun Malang
Trip.com Member,5.0,Good places,11 months,Bobopod Alun Alun Malang
Rindang Adi Winahyu,5.0,,11 months,Bobopod Alun Alun Malang
sugeng supangat,5.0,,11 months,Bobopod Alun Alun Malang
PopoaWanate,5.0,,11 months,Bobopod Alun Alun Malang
wawan yunianto,5.0,,a year,Bobopod Alun Alun Malang
zulvi atun nikmah,5.0,"Cukup bagus ya ukuran kecil tapi unik dan gak pengap , semua tersistem dengan baik menggunakan internet off thinks dan barcode . Bagi yang mau coba pengalaman kamar IoT silahkan di coba",a year,Bobopod Alun Alun Malang
ana rosidatul mualimah,5.0,"Lokasi strategis, smpingnya bnyak stand makanan sma mixue jdi klo lagi males keluar bsa tinggal turun kebwh ☺, klo mau ke alun"" Malang tinggal nyebrang, masjid jga deket, mau foto ala"" Di Yogyakarta tinggal jalan kaki jga bsa, pokoknya tmptnya strategis pke bnget 😭. Pelayanan disna jga ok, tmpt jga bersih,",a year,Bobopod Alun Alun Malang
05. Fabianugerah Bainasshiddiq X RPL,5.0,,a year,Bobopod Alun Alun Malang
Diah lilis handayani,5.0,"Superrr,keren bgt,nyaman,tmpatnya strategis deket sm alun"",mesjid,cafe,mixue dll.playanannya ramah,tmpatnya wangi,bersih,ada pantri tersendiri buat makan,mushola dan toiletnya bersih ,toiletnya ad hairdryer jg guys 😁.recommended parah 🥰",a year,Bobopod Alun Alun Malang
Febi A,5.0,"Saya menginap disini hanya 1 malam. Mulai dari pelayanan, kebersihan kamar, toilet,  semuanya bagus. lokasi strategis, pas didekat alun-alun Malang sama dekat dengan stasiun juga. Ada ruang outdoornya, dg view yg menghadap alun-alun. Tersedia banyak tempat duduk, colokan, dan pantry apabila ingin membuat air panas atau membutuhkan piring/gelas.

Bobobox cabang Malang hanya memiliki 1 lantai, beda dg yg di Yogyakarta yg sptnya saat itu seingat saya ada 3 lantai. Tapi its ok, no problem. Selain itu, ada fasilitas air minum gratis, tersedia 3 galon yg berada di 3 tempat yg berbeda. Kalo menurut saya minusnya menginap di Bobobox itu hanya 1 yaitu masalah AC kamar yg terlalu dingin, suhu tidak bisa dinaikkan. Apalagi Malang dingin, ketambahan sama suhu kamar yg dingin juga. Wow, double kill, dingin banget rasanya, terutama saat dini hari menjelang pagi.

But overall is good, worth it. Sesuai dengan harganya. Ada harga ada rupa. Terima kasih Bobobox 😃",a year,Bobopod Alun Alun Malang
Fajar khaliq Shofrian (Faliq),5.0,,a year,Bobopod Alun Alun Malang
Aditya Nurfarid,4.0,Ok,a year,Bobopod Alun Alun Malang
Andrea Risso,4.0,"Our first experience in a capsule hotel, room are nice and good even if the electronic sistem to control light is not working very good, and reception was the most useless reception ever seen, because we ask some information about transport and they respond they dont know nothing.",a year,Bobopod Alun Alun Malang
joe hamson,3.0,"Modern concept with an app required to check in, which was really not what we wanted to do when we arrived at midnight. You have to take your phone everywhere with you for room access. Very clean but the rooms were too cold and AC wasn't adjustable. Most disappointing was their customer service as we accidently booked 2 nights stay at another bobobox with nearly the same name 'Alun Alun' and were offered no credit or refund. Not our cup of teh!",a year,Bobopod Alun Alun Malang
Azlan _,5.0,Jaringan bobohox emang mantap dimana2 semoga kedepannya fasilitas bertambah lg,a year,Bobopod Alun Alun Malang
Marcelles Caryabudi ST RFP,5.0,"Hotel nya canggih, semua pake barcode baik simpan sandal (masuk ruang harus ganti sandal hotel), maupun buka kamar semua pake barcode yg ada di aplikasi bobobox di HP.
Kamar bersih, nyaman.
Kamar mandi ada air hangat dan sabun cair juga bersih.
Ada mushola
Kekurangan hanya pada sandal hotel yg lepek,susah di pakai",a year,Bobopod Alun Alun Malang
