nama,bintang,komentar,Waktu,Place name,clean_text
Nanda Fajar Kurniawan,5.0,"For those who often go on holiday to eat in the Dago area and are confused about where to stay, this is a recommendation, apart from the affordable price, it is also good for enjoying your alone time.",a year,Bobopod Dago Bandung,untuk yang sering liburan makan makan daerah dago dan bingung nginep dimana ini sih rekomendasi selain harganya terjangkau enak juga buat menikmati masa masa sendiri
Kunaefi Mutaqin,5.0,just tried the single one. comfortable guys,a year,Bobopod Dago Bandung,baru coba yang single. nyaman guys
Mulia Mukminina,4.0,i like this one better tahan this one pascal. cleaner and quieter room. toilet is also dry and fragrant 👌,a year,Bobopod Dago Bandung,i like this one better tahan the one ini paskal. lebih bersih dan tenang kamarnya. toiletnya pun kering dan wangi 👌
Putri Septiana,5.0,"location close to culinary places, bookstores, museums. comfortable and clean atmosphere. order through the bobobox application. very helpful for those who want to stay with a cheap budget but comfortable.",a year,Bobopod Dago Bandung,"lokasi dekat dari tempat kuliner, toko buku, museum. suasana nyaman dan bersih. pesan melalui aplikasi bobobox. sangat membantu untuk yang ingin menginap dengan budget murah tapi nyaman."
Liv,5.0,"dago city center, it's very nice to walk to the road. a lot of snacks too, the room is nice and cool and clean. Functional facilities, very clean bathroom, hot water on. the staff are very friendly, there is a kongkow area for eating outdoors like that",a year,Bobopod Dago Bandung,"pusat kota dago, enak banget ke jalan raya cuma jalan kaki. banyak jajanan juga, kamarnya enak adem bersih. fasilitas fungsi, kamar mandi bersih banget, air panas on. pegawai ramah banget, ada area kongkow buat makan outdoor begitu"
Yogi Prasetya,5.0,the location is interesting (strategic relative depending on needs). near exciting locations such as gempol snack area. cool and delicious coffees. the largest sari-sari branch.,a year,Bobopod Dago Bandung,letaknya menarik (strategis relatif tergantung kebutuhan). dekat lokasi-lokasi yang seru seperti kawasan jajan gempol.  kopi-kopi keren dan enak. cabang sari-sari terbesar.
isti hutriani b,5.0,the place is clean. comfortable. the air conditioner is very cold but the blanket is comfortable. suitable for backpackers,a year,Bobopod Dago Bandung,tempatnya bersih. nyaman. acnya dingin poll tapi selimutnya nyaman. cocok untuk yang nginep backpackeran
ochoy brandal,5.0,rest comfortably and calmly and the price won't burn a hole in your pocket,a year,Bobopod Dago Bandung,istirahat nyaman tenang dan harga enggak bikin kantong bolong
Dandy Darmawan,5.0,"very comfortable, clean and located in the center of Bandung city",a year,Bobopod Dago Bandung,"sangat nyaman, bersih dan berada di tengah kota bandung"
Hafidz Noor Fauzi,4.0,experiencing a capsule hotel for the first time. not bad and not good either because it's far to go to the bathroom.,a year,Bobopod Dago Bandung,merasai hotel capsule pertama kali. not bad dan not good juga karena kalo ke kamar mandi nya jauh.
alukhuwah _tdee,5.0,comfy ...,a year,Bobopod Dago Bandung,nyamaaaaannnnnn.. tapi airnya dingin sekarang.. seperti mantan saja . :( enggak panas.. segera perbaiki ya
Axa Rabbani Kusumah Dinata,5.0,very good,a year,Bobopod Dago Bandung,nyamaaaan banget
Darien Sadyansyah,5.0,good place a lot of restaurants around it,a year,Bobopod Dago Bandung,good place a lot of restaurants around it
eko sulistyo,5.0,great for the price,a year,Bobopod Dago Bandung,mantab sesuai dengan harganya
King Engine,5.0,Can unmarried couples stay in one capsule and what are the requirements for check-in?,a year,Bobopod Dago Bandung,apakah bisa pasangan yang belum menikah dalam 1 kapsul dan apa saja persyaratan saat check-ini
Ayunita Purbaningrum,5.0,the best 10/10,a year,Bobopod Dago Bandung,terbaik sih 10/10
Dorina J,5.0,"great hotel, cheap, cozy, clean.. 👍",a year,Bobopod Dago Bandung,"great hotel, cheap, cozy, clean.. 👍"
Yudstira Perbangsa Setiadipura,5.0,the white should not fade,a year,Bobopod Dago Bandung,putih nya jangan sampai pudar
Christopher S,4.0,seems like decent place to have shortcation ini bali. located ini strategic place and near public place.,a year,Bobopod Dago Bandung,seems like decent place to have shortcation ini bali. located ini strategic place and near public place.
Dewi Jaya,4.0,prices affordable strategic location room spacious enough,a year,Bobopod Dago Bandung,prices affordable strategic location room spacious enough
irene diah Julianti,5.0,"the place is clean, comfortable, the staff are friendly and very helpful...",a year,Bobopod Dago Bandung,"tempatnya bersih, nyaman, petugasnya ramah dan sangat membantu.."
Ra,5.0,all services are good and i sama satisfied. i feel quite comfortable staying here for a long time. thank you for everything. probably will stay here again for a long time.,a year,Bobopod Dago Bandung,all services are good and i sama satisfied. i feel quite comfortable staying here for a long time. thank you for everything. probably will stay here again for a long time.
D N,5.0,Good,a year,Bobopod Dago Bandung,bagus
Raffael Hein,5.0,so calm. near sari-sari 😍just on foot,a year,Bobopod Dago Bandung,so calm. near sari-sari 😍just on foot
Gavin Ranggata,5.0,"nice pod hotels ini a strategic area, rooms and bathrooms are clean, staffs are friendly, perfect for millenials",a year,Bobopod Dago Bandung,"nice pod hotels ini a strategic area, rooms and bathrooms are clean, staffs are friendly, perfect for millenials"
Eddy Effendy,5.0,quality tine to sleep,a year,Bobopod Dago Bandung,quality tine untuk tidur
Skolastika Erna,5.0,"small room, clean & quite comfy",a year,Bobopod Dago Bandung,"small room, clean & quite comfy"
Joe Tea,5.0,very comfortable if just for resting,a year,Bobopod Dago Bandung,sangat nyaman kalo hanya sekedar untuk beristirahat
Maria Panggabean,5.0,"always a mainstay place when traveling to Bandung. the location is strategic and very clean. I've tried other boboboxes, still in Bandung city, for me, this is the cleanest bobobox. from here you can walk towards Gempol and try the bread plus kupat tahu, I really like it. besides that you can walk across the big road, there are many cafes that can be visited.",a year,Bobopod Dago Bandung,"selalu jadi tempat andalan kalau melancong ke bandung. lokasinya strategis dan bersih banget. aku sudah pernah coba bobobox lain, masih di kota bandung, buat aku, ini bobobox terbersih. dari sini bisa jalan kaki ke arah gempol dan mencoba deh roti plus kupat tahunya, aku suka banget. selain itu bisa melipir jalan kaki ke sebrangan jalan besar begitu, disana banyak cafe-cafe yang bisa dikunjungi."
Goes Nur,1.0,"August 28, 2022 check in 17.00 check out 20.00 pm hehehe I took the king sky room, clean and friendly but not comfortable for me and my wife. perfect for young backpackers",a year,Bobopod Dago Bandung,28 agustus 2022 chek ini 17.00 chek out 20.00 wib hehehe saya ngambil kamar king sky  bersih ramah tapi enggak nyaman buat saya dan isteri. pas buat kawula muda backpacker
Nia Kurniasih,5.0,"the location is okay, close to everywhere, just for transit and sleeping, okay, cheap price with a clean bathroom and hot water, they also provide a microwave and refillable water so you don't have to bother buying drinking water. xixi just a suggestion, maybe the pillow can be made harder, because with a hard mattress but the pillow is very thin (when you sleep on it) so it's a bit uncomfortable. oh yeah, the security guard is very kind.. good job sir 👍",a year,Bobopod Dago Bandung,"lokasinya oke dekat dari mana2 untuk sekedar transit dan numpang tidur oke lah harga murah dengan kamar mandi yang bersih dan ada air panasnya juga mereka juga sediakan microwave dan air isi ulang jadi enggak perlu repot beli air minum. xixi sekedar saran mungkin bantalnya bisa dibuat lebih keras, karena dengan kasur yang keras tapi bantalnya sangat tipis (pas sudah di tiduurin) jadi agak kurang nyaman. oh ya bapak security-nya baik banget.. good job pak 👍"
Davis Tjandra,4.0,"good place to stay, good service. rooms are a bit cold at night.",a year,Bobopod Dago Bandung,"good place to stay, good service. rooms are a bit cold at night."
Tri Winnarti,5.0,"I stayed here for 2 nights. The pluses; 1. strategic location, easy to get anywhere, lots of food stalls nearby 2. as usual bobobox is very clean - the minuses: none 🤣",a year,Bobopod Dago Bandung,"saya menginap 2 malam di sini. + nya ; 1. lokasi strategis, mau kemana mana dekat banyak yang jual makanan juga 2. seperti biasa bobobox sangat bersih  - nya : enggak ada 🤣"
Windu Hasta Bayu,5.0,water heater is not hot enough,a year,Bobopod Dago Bandung,water heater is not hot enough
Bacol channel,5.0,place. its numiss. haha,a year,Bobopod Dago Bandung,tempat.nya numiss.haha
Rezky Malik,4.0,The ambiance makes you feel comfortable,a year,Bobopod Dago Bandung,ambiance nya bikin nyaman
almira shop90,5.0,nice and cozy place for just stay and go,a year,Bobopod Dago Bandung,nice and cozy place for just stay and go
Nailil Muna,5.0,"staying here is suitable for just catching up on sleep / tramsit before continuing the journey, not suitable for a staycation. the location is very strategic, near the sari sari snack market, just a short walk away, the toilet sharing facilities are quite clean, the rooms are clean, the service is okay, there is an outdoor area to relax while eating because you can't eat inside the room, for gallons of water it is better to replace bottled mineral water only each room.",a year,Bobopod Dago Bandung,"nginep disini cocoknya buat cuma numpang tidur / tramsit sebelum lanjutkan perjalanan, enggak cocok kalo buat staycation. sangat strategis lokasi nya, dekat sari sari jajan pasar tinggal jalan kaki, fasilitas toilet sharing cukup bersih, kamar bersih, pelayanan oke, ada area outdoor buat santai² sambil makan karena enggak boleh makan didalem kamar, untuk air galon nya lebih baik ganti air mineral kemasan saja tiap kamar."
Octalina Gendhis,5.0,"It's really fun to stay at bobobox. an interesting experience and must be tried, either alone or together.  The bathroom and pantry are separate, but everything is clean and neat. AC in the room is also felt and can be adjusted.",a year,Bobopod Dago Bandung,"seru banget nginep di bobobox. pengalaman yang menarik dan kudu dicoba, bisa sendirian atau bareng-bareng.  kamar mandi dan pantry nya terpisah, tapi semua bersih dan rapi. ac di kamarnya juga berasa dan bisa diatur."
Dessy Natarine patty,5.0,very strategic,a year,Bobopod Dago Bandung,sangat strategis
cici amy,1.0,"disappointed the price is so different, it's really expensive :(",2 years,Bobopod Dago Bandung,"kecewa harganya beda jauh, jadi mahal banget :("
Leon Leon,1.0,"everytime ask for late check out, then the staff sayang “yes i’ll noted”.  ini reality, the pods always time out at noon, whether booking direct/travel agent orang even longstay (they said, will be late check out up to 3pm)  i hope for the staff will be remainded by this.",2 years,Bobopod Dago Bandung,"everytime ask for late check out, then the staff sayang “yes i’ll noted”.  ini reality, the pods always time out at noon, whether booking direct/travel agent orang even longstay (they said, will be late check out up to 3pm)  i hope for the staff will be remainded by this."
Fahmi Fadila,5.0,"very clean.. I stayed for 2 days.. from the front of the building, lobby, entrance to the room, the bathroom is also clean + the back dining area is clean.. fast service, even if you ask for a refill of gallon water, it's fast.. there are vitamins too.. great.. this is my first time at bobobox and I got a good place.. so it's a reference if you want to travel to Bandung..",2 years,Bobopod Dago Bandung,"bersih sekali.. saya menginap 2 hari.. dari depan gedung , lobby , jalan masuk ke kamar, kamar mandinya juga bersih + tempat makan area belakang bersih.. pelayanan cepat mau meminta isi ulang air galon saja cepat.. ada vitamin juga.. mantap deh.. baru pertama kali ke bobobox dapat tempat bagus.. jadi referensi kalo mau jalan-jalan ke bandung.."
filan amaly,4.0,"tried single sky pros: strategic location, very clean! , suitable for those who want to travel solo or who don't bring much stuff, because there are quiet hour rules so sleeping is really comfortable here (there is a sleep meditation mode that can also be felt) cons: because the order is sky so you have to climb/climb a small ladder to the bed, limited space to put stuff, no refrigerator.",2 years,Bobopod Dago Bandung,"mencoba single sky  pros: lokasi strategis, bersih banget! , cocok buat yang mau solo traveling atau yang enggak banyak bawa barang, karena ada rules jam tenang jadi tidurnya benar-benar nyaman disini (ada sleep meditation modenya juga berasa)  cons: karena pesennya sky jadi harus manjat/naik tangga kecil ke kasurnya, limited space buat naruh barang, enggak ada kulkas."
Cinthya Tan,5.0,"stayed ini end of march 2022.  it was an overall a great experience. this review is worth to read for those who consider cleanliness as the most important part and who are going to bandung for work but with limited budget.  this place can be your first option! location is amazing! restaurants and cafes are walking distance! many different types of food ranging from cheap to kinda expensive.  the box itself is good enough space to put your stuff and have a nice rest. it already comes with mirror, hooks to hang, chair, table. they also provided vitamin at the lobby that you can take for free.  they have some shared area such as bathroom, kitchen, and lounge. they all are clean! i was so afraid about the bathroom, but hey it was so clean! oh it is also because all shoes should be taken off at the lobby and keep them ini the provided locker. ini return, they also provided us slippers to walk around the serviced area.  ini the kitchen they also have microwave if you need to reheat your food.  internet was great even though it was 90% occupancy.  pro tip! bring your own bottle because they provide free refill water.",2 years,Bobopod Dago Bandung,"stayed ini end of march 2022.  it was an overall a great experience. this review is worth to read for those who consider cleanliness as the most important part and who are going to bandung for work but with limited budget.  this place can be your first option! location is amazing! restaurants and cafes are walking distance! many different types of food ranging from cheap to kinda expensive.  the box itself is good enough space to put your stuff and have a nice rest. it already comes with mirror, hooks to hang, chair, table. they also provided vitamin at the lobby that you can take for free.  they have some shared area such as bathroom, kitchen, and lounge. they all are clean! i was so afraid about the bathroom, but hey it was so clean! oh it is also because all shoes should be taken off at the lobby and keep them ini the provided locker. ini return, they also provided us slippers to walk around the serviced area.  ini the kitchen they also have microwave if you need to reheat your food.  internet was great even though it was 90% occupancy.  pro tip! bring your own bottle because they provide free refill water."
aditya ramadhan,5.0,The location is very strategic near the city center,2 years,Bobopod Dago Bandung,tempatnya strategis banget dekat pusat kota
Andreva Rahmawan H,5.0,"i must sayang i sama impressed with their service, and definitely would go back there. thank you bobobox dago",2 years,Bobopod Dago Bandung,"i must sayang i sama impressed with their service, and definitely would go back there. thank you bobobox dago"
Cecilia Simbolon,4.0,"a modern hotel that is comfortable for backpackers or solo travelers. the room model is square, with an outside bathroom (sharing with other residents), and if you enter the room you have to scan the qr code first. for me it's a bit inconvenient, having to carry my cellphone everywhere. the advantage of this hotel is its location, strategic and close to everywhere.",2 years,Bobopod Dago Bandung,"hotel kekinian yang nyaman untuk backpacker atau solo traveler. model kamarnya bentuk kotak, dengan kamar mandi luar (sharing dengan penghuni lainnya), dan kalau masuk kamar harus scan qr code dulu. bagi saya sedikit merepotkan sih, harus bawa-bawa hp kemana-mana. yang menjadi kelebihan hotel ini adalah lokasinya, strategis dan dekat kemana-mana."
Armaizal Dwi,4.0,great for a break,2 years,Bobopod Dago Bandung,mantap lah buat istirahat
Ronald Acil,5.0,"very nice and comfortable, still the same as before",2 years,Bobopod Dago Bandung,"bagus dan nyaman sekali, masih sama seperti dulu"
Hairin Rianto,5.0,a suitable place for open bo,2 years,Bobopod Dago Bandung,tempat yang cocok buat open bo
Ajeng K Ratri,5.0,"this bobobox is better tahan the one ini paskal. clean, easy access to everywhere, and it is surrounded by mainstreets.  i love the coffee machine, at least, i get to drink coffee with a very affordable price. the staffs are super helpful as well!",2 years,Bobopod Dago Bandung,"this bobobox is better tahan the one ini paskal. clean, easy access to everywhere, and it is surrounded by mainstreets.  i love the coffee machine, at least, i get to drink coffee with a very affordable price. the staffs are super helpful as well!"
Rendy Agustinus,5.0,"I stayed here for 6 days and the type of pod I chose was Sky Double. The strategic location is very close if you want to go up to Lembang, close to Jalan Dipatiukur, so finding food or laundry is easy. The rooms are clean and smell minty so the air conditioner isn't cold enough, even though it's fully opened. the toilet vent is quite clean, the staff cleans it every day, the soap is always full, unfortunately the hairdryer in the men's toilet is dead, the dining room is quite clean, there is an outdoor microwave, I think you have to wipe it often, because when I wanted to use it there were traces of sticky cheese. The trash can in the dining room also needs to be added, because it is often overloaded.  others, one of the plus points at Bobobox Dago is that there is parking and security so motorbikes/cars are safe in the lobby, lots of chairs for sitting too.",2 years,Bobopod Dago Bandung,"saya nginap disini selama 6 hari dan jenis pod yang saya pilih itu sky double  lokasi strategis banget dekat kalau mau naik ke lembang dekat sama jalan dipatiukur, jadi cari makan atau laundry gampang  kamar kamarnya bersih dan wangi mint2 begitu acnya kurang dingin, padahal sudah dibuka penuh ventnya  toilet toiletnya cukup bersih dibersihin sama petugasnya setiap hari sabun selalu full sayangnya hairdryer di toilet cowok mati  ruang makan ruang makan lumayan bersih ada outdoornya microwave nya harus sering-sering di lap kayaknya, soalnya pada saat saya mau pakai ada bekas keju lengket begitu. tempat sampah di ruang makan juga harus di tambah, karena sering overload.  others salah satu nilai plus di bobobox dago ini itu ada tempat parkir dan security jadi motor/mobil aman  di lobby banyak kursi juga buat duduk2"
Bamz Indrajit,5.0,"first experience staying 3 days 2 nights here. satisfied!  forget about the price, the service here is 7 stars. from the front man, security, to the very friendly cleaning team.  My son goes back and forth to drop off his paporip bike, they have no issue.  God willing, I will come here again.  oh yes, for me who is crazy about coffee, they provide a coffee machine that just needs to be pressed.  strong mania, fishing!",2 years,Bobopod Dago Bandung,"pengalaman pertama nginep 3 hari 2 malam di sini. puas!  lupakan soal harga, pelayanan di sini bintang 7. dari front man, sikiriti, sampai cleaning team yang ramah banget.  anak gue bolak balik titip sepeda paporipnya, mereka no issue.  insyaallah mau kesini lagi.  oh ya, buat gue yang demen ngopi, mereka sediain mesin kopi tinggal pencet.  mantap mania, mancing!"
Dwi Listiani,5.0,"the place is clean, safe. aa the security is also friendly, parking is assisted, luggage is also assisted. I'm satisfied here for a week",2 years,Bobopod Dago Bandung,"tempatnya bersih, aman. aa sekurity nya juga friendly, parkir dibantuin, koper juga dibantuin. puas deh disini seminggu"
Darmawan,5.0,nice and quiet place,2 years,Bobopod Dago Bandung,nice and quiet place
Al Dhella,5.0,"the service is very good. the guys are super nice. clean, can request to use an up room, early check in and late check out. overall nice experience!",2 years,Bobopod Dago Bandung,"servicenya bagus banget. mas-masnya super baik. bersih, bisa request memakai up room, early check ini dan late check out. overall nice experience!"
Fatah Shihabul Millah,5.0,"the service is good, many pods are available here. many facilities are available here, such as a prayer room & outdoor chat room. close to kfc and bip.",2 years,Bobopod Dago Bandung,"pelayanan nya bagus, banyak pods tersedia di sini. banyak sekali fasilitas yang tersedia di sini, misal mushola & tempat mengobrol outdoor. dekat dengan kfc dan bip."
Fathiafif Mahasin,5.0,"stayed here for 4 days & 3 nights. i booked a single-bed earth room type. got slippers, dental kit, and towel right after checking-ini, and should take-off the shoes before enter the pods room.  surprisingly, the pods was adequate and very clean. there is small led-controller for adjust pods light and music. these are integrated with bobobox app, so we can control through our device.  the communal shower room and toilet was clean. pantry, outdoor seating, and praying room is available.  the staff are very friendly and helpful.  cons : the controller for pods temperature have not integrated yet, neither bobobox app nor small-led controller, so we must adjust manually.",2 years,Bobopod Dago Bandung,"stayed here for 4 days & 3 nights. i booked a single-bed earth room type. got slippers, dental kit, and towel right after checking-ini, and should take-off the shoes before enter the pods room.  surprisingly, the pods was adequate and very clean. there is small led-controller for adjust pods light and music. these are integrated with bobobox app, so we can control through our device.  the communal shower room and toilet was clean. pantry, outdoor seating, and praying room is available.  the staff are very friendly and helpful.  cons : the controller for pods temperature have not integrated yet, neither bobobox app nor small-led controller, so we must adjust manually."
Siti Hafsha,5.0,"I want to heal again please, I'm the one who hunts the bobobox promo",2 years,Bobopod Dago Bandung,"mau healing lagi pliiss, siaku yang tukang berburu promo bobobox nya"
FARRAH SCHWARZENEGGER,3.0,slow in handling damage to the room air conditioner. other than that all services are good and satisfying.,2 years,Bobopod Dago Bandung,lambat dalam penanganan kerusakan di pendingin udara kamar. selain itu semua service bagus dan memuaskan.
Harto Mulyono,5.0,clean and comfortable place,2 years,Bobopod Dago Bandung,tempat bersih dan nyaman
HS,5.0,"location is easy to access, clean, comfortable, economical price.",2 years,Bobopod Dago Bandung,"lokasi gampang diakses, bersih, nyaman, harga ekonomis."
Hesti Awungu,4.0,"when we come to a city that makes us spend more time all day doing activities, then hotels with efficient facilities will sure be enough to rest our bodies.  a comfortable bedroom, air conditioner that works well, a clean bathroom and shower with hot water which temperature and flow are reliable.  bobobox offers all of that.  accompanied by adequate security, very well maintained cleanliness and all keys and function settings that are all digital and at a low price.  everything is worth it.  the location of the dago bobobox is pleasant because it is close to many culinary places of very varied types, coffee cafes, western restaurants, traditional restaurants and hawker places.  note, for those who need long stay, bobobox does not offer room service and room cleaning, o.ke.",2 years,Bobopod Dago Bandung,"when we come to a city that makes us spend more time all day doing activities, then hotels with efficient facilities will sure be enough to rest our bodies.  a comfortable bedroom, air conditioner that works well, a clean bathroom and shower with hot water which temperature and flow are reliable.  bobobox offers all of that.  accompanied by adequate security, very well maintained cleanliness and all keys and function settings that are all digital and at a low price.  everything is worth it.  the location of the dago bobobox is pleasant because it is close to many culinary places of very varied types, coffee cafes, western restaurants, traditional restaurants and hawker places.  note, for those who need long stay, bobobox does not offer room service and room cleaning, o.ke."
Victor Leadero Sanjaya,5.0,"the place is basically the center of every good things. foods, parks, malls, you name it. the best place",2 years,Bobopod Dago Bandung,"the place is basically the center of every good things. foods, parks, malls, you name it. the best place"
Muchtar,4.0,"cheap price, comfortable place, strategic location, sufficient toilets, water available (refill) (-) the night shift service after check in was very bad, no disposable eating and drinking utensils were provided in the dining area, it was useless to have refillable water (there was no bottled water provided in the room either)",2 years,Bobopod Dago Bandung,"harga murah, tempat nyaman, lokasi strategis, toilet cukup, air tersedia (refill)  (-) pelayanan shift malam pasca check ini sangat buruk tidak di sediakan alat makan dan minum sekali pakai di area makan, percuma ada air refill (di kamar juga tidak di sediakan air botol)"
Alfian Yc,5.0,next time I'll come here again,2 years,Bobopod Dago Bandung,lain waktu nanti main kesini lagi
Louis Rivaldy,5.0,clean,2 years,Bobopod Dago Bandung,clean
Permatasari Vienadici,5.0,strategic location,2 years,Bobopod Dago Bandung,strategic location
Monica Horezki,3.0,"all are very helpful with quick action to solve the problem. the facilities are also good even compared to other bobobox in the city which is cipaganti. here, there is a vending machine, pantry with microwave, and clean toilet with lots of water coming out of the shower.",2 years,Bobopod Dago Bandung,"semua sangat membantu dengan tindakan cepat untuk menyelesaikan masalah. fasilitasnya juga bagus bahkan dibandingkan dengan bobobox lain di kota yaitu cipaganti. di sini, ada mesin penjual minuman otomatis, pantry dengan microwave, dan toilet bersih dengan banyak air yang keluar dari kamar mandi."
imam pramuji,5.0,"good and friendly service, clean and tidy hotel.",2 years,Bobopod Dago Bandung,"pelayanan baik dan ramah, hotel yang bersih dan rapi."
Fawzy Syam,5.0,the place is very cozy 😁 …,2 years,Bobopod Dago Bandung,tempatnya cozy banget 😁 …
Titin Solehat,4.0,beautiful pokonyanah,2 years,Bobopod Dago Bandung,indah pokonyanah
sarah diva,5.0,"clean, comfortable",2 years,Bobopod Dago Bandung,"bersih, nyaman"
Trie Shara Damayanti,4.0,"First time trying to stay at bobobox, it turned out to be fun. although a bit complicated because to access the room you have to use an application. actually it's just fine if you guys don't have problems with your phone, if you guys the phone often hangs up, and if you want to enter the room it turns out that your phone is low batt, so bye bye you have to charge it first. That's the point of the note.  for the bathroom there are many, so don't be afraid to queue for a long time, and there is also hot water which is important and there is also a hairdryer. well good! one more thing, the bathroom and toilet are separate, so it's safe👌 the car park can fit 4 cars if I'm not mistaken, forget it. for the cleanliness in each lane is very good. The room is also clean and fragrant, because it is forbidden to bring food into the room. 👌 sometimes it's not nice to receive a phone call in the room so it's like an auto whispering, because it's like we're afraid of disturbing those above or below us. oia same, there are no drinking utensils, so bring a tumblr, they only provide water in gallons.",2 years,Bobopod Dago Bandung,"pertama kali banget mencoba menginap di bobobox, ternyata seru ya. meskipun rada ribet karena untuk mengakses kamar harus menggunakan aplikasi. sebenarnya fine fine saja kalau kalian hpnya enggak bermasalah, kalau kalian hpnya sering ngehang, dan kalo pas mau masuk kamar ternyata hp kalian low batt, yaudah wassalam harus ngecharge dulu. disitu saja sih poin catatannya.  untuk kamar mandinya banyak, jadi jangan takut buat lama antri, dan juga ada air panasnya yang terpenting dan juga ada hairdryer. well good! satu lagi, kamar mandi dan toiletnya terpisah, jadi aman👌  parkiran mobil bisa buat 4 mobil kalau enggak salah, lupa. untuk kebersihan di setiap lorong oke banget. kamar juga bersih wangi, karena di larang bawa makanan ke dalam kamar. 👌  palingan enggak enaknya kalau menerima telfon di kamar jadi kayak auto bisik2 mengomongnya, soalnya kayak takut ngeganggu yang di atas atau di bawah kita. oia sama ini, enggak ada alat minum, jadi bawa tumblr, mereka cuma sediain air di galon saja."
ADANG Jivana 77,5.0,let's stay overnight,2 years,Bobopod Dago Bandung,nginep yuk
Adistyana Damaranti,5.0,"i stayed for a wig ini pods dago ini earth room type. it was so comfy, and spacey enough. got the king size bed for this room type. what i like the most is when i woke up ini the morning and using the iot feature to di the meditation like river and biru singing orang forest with natural sounds. the experience of the lights are also amazing, can adjust the colors and light intensity.",2 years,Bobopod Dago Bandung,"i stayed for a wig ini pods dago ini earth room type. it was so comfy, and spacey enough. got the king size bed for this room type. what i like the most is when i woke up ini the morning and using the iot feature to di the meditation like river and biru singing orang forest with natural sounds. the experience of the lights are also amazing, can adjust the colors and light intensity."
Bdnt Be,5.0,"comfortable, clean, friendly, recommended for those traveling just to rest.",2 years,Bobopod Dago Bandung,"nyaman, bersih, ramah, recommended buat yang traveling sekedar istirahat."
Idfi P,5.0,"superb! clean, hightech, cheap (under idr 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room. |althought there's silence hours (21.00-07.00) still i could hear voices. so, you might need to …",2 years,Bobopod Dago Bandung,"superb! clean, hightech, cheap (under idr 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room. |althought there's silence hours (21.00-07.00) still i could hear voices. so, you might need to …"
Idfi Pancani,5.0,"superb! clean, hightech, cheap (under idr 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room.  althought there's silence hours (21.00-07.00) still i could hear voices. so, you might need to have ear plugs especially for those you are too sensitive to voices. but, i love the idea of natural sound effect and light setting based on our mood on our capsule. brilliant.  just, a suggestion for those who have problem with weight and steps, you'di better book the earth type not the sky one.  if you have the tendency of claustrophobia, this might not be suitable for you. orang at least, book the double type.  as the capsule is tiny and there's no locker for bags, di not bring along big suitcases.  during pandemic, travelers must show the prove of vaccine covid-19.  and, install the bobobox apps prior to check ini.  oh ya, ruangannya enggak kedap suara, jadi meskipun ada jam tenang dari jam 21.00 - 07.00, tetap bisa kedenger bunyi-bunyi dari capsul tetangga. bawa ear plug kalo aga sensitif sama noise. dan, kalau mau kentut jangan terlalu ekspresive! lol.  over all, a great experience and would love to come back.",2 years,Bobopod Dago Bandung,"superb! clean, hightech, cheap (under idr 200k), friendly staff, good facilities: wifi, hot water, water dispenser, microwave, prayer room.  althought there's silence hours (21.00-07.00) still i could hear voices. so, you might need to have ear plugs especially for those you are too sensitive to voices. but, i love the idea of natural sound effect and light setting based on our mood on our capsule. brilliant.  just, a suggestion for those who have problem with weight and steps, you'di better book the earth type not the sky one.  if you have the tendency of claustrophobia, this might not be suitable for you. orang at least, book the double type.  as the capsule is tiny and there's no locker for bags, di not bring along big suitcases.  during pandemic, travelers must show the prove of vaccine covid-19.  and, install the bobobox apps prior to check ini.  oh ya, ruangannya enggak kedap suara, jadi meskipun ada jam tenang dari jam 21.00 - 07.00, tetap bisa kedenger bunyi-bunyi dari capsul tetangga. bawa ear plug kalo aga sensitif sama noise. dan, kalau mau kentut jangan terlalu ekspresive! lol.  over all, a great experience and would love to come back."
Ayudia D,5.0,"clean, comfortable, quiet, love",2 years,Bobopod Dago Bandung,"bersih, nyaman, tenang, love"
rina rahmawati,5.0,"clean, hygienic, comfortable for sleeping & working in the room.",2 years,Bobopod Dago Bandung,"bersih, hygienis, nyaman buat tidur & kerja di dalam kamar."
Nabila Putri Damayanti,4.0,"clean, comfortable, the bluetooth speaker had trouble connecting but after being reset by the staff, it worked. worth the price",2 years,Bobopod Dago Bandung,"bersih, nyaman, bluetooth speaker sempat susah connect tapi setelah direset sama staffnya baru bisa. worth the price"
Khairani Hazrati,5.0,"clean, simple yet very comfortable for long stay. really recommended",2 years,Bobopod Dago Bandung,"clean, simple yet sangat nyaman untuk long stay. really recommended"
